State/Province,Proponent,VCS Project Status,Estimated Annual Emission Reductions,VCS Project Type,VCS Methodology,VCS Project Validator,Project Registration Date,Crediting Period Term,links,filename_raw,filename,updated_date,file_size,id
PA,Bethlehem Authority,Registered,21770,Agriculture Forestry and Other Land Use,VM0003,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 29/05/2012 - 28/05/2112",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=44647&IDKEY=0903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdfa61568213,VALID_REP_1060_11APR2013.pdf,1060_valid_rep_1060_11apr2013.pdf,19/09/2016,0,1060
PA,Bethlehem Authority,Registered,21770,Agriculture Forestry and Other Land Use,VM0003,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 29/05/2012 - 28/05/2112",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=39220&IDKEY=998klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8d854084380,VALID_STA_1060_11APR2013.pdf,1060_valid_sta_1060_11apr2013.pdf,19/09/2016,0,1060
Henan Province,"Xichuan Rongda Agriculture and Forestry Co., Ltd",Withdrawn,668883,Agriculture Forestry and Other Land Use,AR-ACM0003,"CTI Certification Co., Ltd.",21/07/2020,"1st, 01/01/2016 - 31/12/2035",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=44908&IDKEY=f903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdfd61928132,PROJ_DESC_PL2087_16DEC2019.pdf,2087_proj_desc_pl2087_16dec2019.pdf,03/03/2020,0,2087
Henan Province,"Xichuan Rongda Agriculture and Forestry Co., Ltd",Withdrawn,668883,Agriculture Forestry and Other Land Use,AR-ACM0003,"CTI Certification Co., Ltd.",21/07/2020,"1st, 01/01/2016 - 31/12/2035",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=47535&IDKEY=2iofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3065550765,VCS_PROJ_DESC_2087_13JUL2020.pdf,2087_vcs_proj_desc_2087_13jul2020.pdf,20/07/2020,2271761,2087
Henan Province,"Xichuan Rongda Agriculture and Forestry Co., Ltd",Withdrawn,668883,Agriculture Forestry and Other Land Use,AR-ACM0003,"CTI Certification Co., Ltd.",21/07/2020,"1st, 01/01/2016 - 31/12/2035",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=46733&IDKEY=iiquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfl64444807,VCS_REG_REP_2087_13MAR2020.pdf,2087_vcs_reg_rep_2087_13mar2020.pdf,13/05/2020,0,2087
Henan Province,"Xichuan Rongda Agriculture and Forestry Co., Ltd",Withdrawn,668883,Agriculture Forestry and Other Land Use,AR-ACM0003,"CTI Certification Co., Ltd.",21/07/2020,"1st, 01/01/2016 - 31/12/2035",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=47536&IDKEY=d903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdfj65552144,VCS_VALID_REPORT_2087_13MAY2020.pdf,2087_vcs_valid_report_2087_13may2020.pdf,20/07/2020,0,2087
Henan Province,"Xichuan Rongda Agriculture and Forestry Co., Ltd",Withdrawn,668883,Agriculture Forestry and Other Land Use,AR-ACM0003,"CTI Certification Co., Ltd.",21/07/2020,"1st, 01/01/2016 - 31/12/2035",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=46732&IDKEY=d8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0w64443428,VCS_VALID_REPRESENTATION_2087_13MAY2020.pdf,2087_vcs_valid_representation_2087_13may2020.pdf,13/05/2020,0,2087
Jaisalmer district in Rajasthan,Multiple Proponents,Registered,33392,Energy industries (renewable/non-renewable sources),ACM0002,SGS United Kingdom Ltd. (SGS),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 21/05/2011 - 20/05/2021",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=10207&IDKEY=90e98hfalksuf098fnsdalfkjfoijmn4309JLKJFjlaksjfla9814075453,DCW cdm PDD version 6.0.pdf,1063_dcw_cdm_pdd_version_6.0.pdf,08/05/2013,0,1063
Jaisalmer district in Rajasthan,Multiple Proponents,Registered,33392,Energy industries (renewable/non-renewable sources),ACM0002,SGS United Kingdom Ltd. (SGS),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 21/05/2011 - 20/05/2021",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=11285&IDKEY=kkjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909k15562015,DCW VCS Project Description version 1.3.pdf,1063_dcw_vcs_project_description_version_1.3.pdf,08/08/2013,53350,1063
Jaisalmer district in Rajasthan,Multiple Proponents,Registered,33392,Energy industries (renewable/non-renewable sources),ACM0002,SGS United Kingdom Ltd. (SGS),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 21/05/2011 - 20/05/2021",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=11280&IDKEY=o8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0k15555120,Registeration deed of representation.pdf,1063_registeration_deed_of_representation.pdf,08/08/2013,0,1063
Jaisalmer district in Rajasthan,Multiple Proponents,Registered,33392,Energy industries (renewable/non-renewable sources),ACM0002,SGS United Kingdom Ltd. (SGS),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 21/05/2011 - 20/05/2021",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=17455&IDKEY=j8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0j24070445,Registration Representation.pdf,1063_registration_representation.pdf,24/10/2015,0,1063
Jaisalmer district in Rajasthan,Multiple Proponents,Registered,33392,Energy industries (renewable/non-renewable sources),ACM0002,SGS United Kingdom Ltd. (SGS),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 21/05/2011 - 20/05/2021",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=11385&IDKEY=llksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098o15699915,FVR_2011MU18MD_rev_ 1_2_25062012Aa.pdf,1063_fvr_2011mu18md_rev__1_2_25062012aa.pdf,26/08/2013,0,1063
Jaisalmer district in Rajasthan,Multiple Proponents,Registered,33392,Energy industries (renewable/non-renewable sources),ACM0002,SGS United Kingdom Ltd. (SGS),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 21/05/2011 - 20/05/2021",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=11281&IDKEY=9iquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfk15556499,VCS Validation Representation CCP.VOL0947 Clean.pdf,1063_vcs_validation_representation_ccp.vol0947_clean.pdf,08/08/2013,0,1063
Madre de Dios,Asociación para la Investigación y Desarrollo Integral – AIDER,Registered,457750,Agriculture Forestry and Other Land Use,VM0007,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 01/07/2010 - 30/06/2030",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=35465&IDKEY=kiquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkf948906235,PROJ_DESC_1067_24MAY2012.pdf,1067_proj_desc_1067_24may2012.pdf,31/01/2017,8475240,1067
Madre de Dios,Asociación para la Investigación y Desarrollo Integral – AIDER,Registered,457750,Agriculture Forestry and Other Land Use,VM0007,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 01/07/2010 - 30/06/2030",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=35466&IDKEY=riofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3a48907614,PP_REG_REP_1067_08JAN2013.pdf,1067_pp_reg_rep_1067_08jan2013.pdf,31/01/2017,0,1067
Madre de Dios,Asociación para la Investigación y Desarrollo Integral – AIDER,Registered,457750,Agriculture Forestry and Other Land Use,VM0007,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 01/07/2010 - 30/06/2030",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=35218&IDKEY=f097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87d48565622,AIDER_Tambopata_Bahuaja_VCS_valid_12.pdf,1067_aider_tambopata_bahuaja_vcs_valid_12.pdf,31/01/2017,0,1067
Madre de Dios,Asociación para la Investigación y Desarrollo Integral – AIDER,Registered,457750,Agriculture Forestry and Other Land Use,VM0007,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 01/07/2010 - 30/06/2030",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=35468&IDKEY=f98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8df48910372,VALID_REP_1067_21JUN2012.pdf,1067_valid_rep_1067_21jun2012.pdf,31/01/2017,0,1067
Madre de Dios,Asociación para la Investigación y Desarrollo Integral – AIDER,Registered,457750,Agriculture Forestry and Other Land Use,VM0007,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 01/07/2010 - 30/06/2030",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=35469&IDKEY=jkjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909d48911751,VALID_STA_1067_21JUN2012.pdf,1067_valid_sta_1067_21jun2012.pdf,31/01/2017,0,1067
Karnataka,ACCIONA WIND ENERGY PVT. LTD.,Registered,88240,Energy industries (renewable/non-renewable sources),ACM0002,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 06/06/2008 - 05/06/2018",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=201&IDKEY=lkjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909s277179,09.05.12 VCS PDD ANA&ARA - Sent to BvQI.pdf,51_09.05.12_vcs_pdd_ana&ara_-_sent_to_bvqi.pdf,13/05/2009,255790,51
Karnataka,ACCIONA WIND ENERGY PVT. LTD.,Registered,88240,Energy industries (renewable/non-renewable sources),ACM0002,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 06/06/2008 - 05/06/2018",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=194&IDKEY=klksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku0980267526,PPRR for Grandparenting.pdf,51_pprr_for_grandparenting.pdf,13/05/2009,0,51
Karnataka,ACCIONA WIND ENERGY PVT. LTD.,Registered,88240,Energy industries (renewable/non-renewable sources),ACM0002,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 06/06/2008 - 05/06/2018",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=197&IDKEY=fq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfhq271663,09.05.13 VCS Validation report.pdf,51_09.05.13_vcs_validation_report.pdf,13/05/2009,0,51
Karnataka,ACCIONA WIND ENERGY PVT. LTD.,Registered,88240,Energy industries (renewable/non-renewable sources),ACM0002,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 06/06/2008 - 05/06/2018",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=199&IDKEY=miquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfu274421,09.05.13 VCS Validation Statement Acciona.pdf,51_09.05.13_vcs_validation_statement_acciona.pdf,13/05/2009,0,51
Karnataka,ACCIONA WIND ENERGY PVT. LTD.,Registered,88240,Energy industries (renewable/non-renewable sources),ACM0002,Bureau Veritas Certification Holding SAS (Bureau Veritas),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 06/06/2008 - 05/06/2018",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=200&IDKEY=k98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8dl275800,09.05.13 VCS Validation Statement Acciona.pdf,51_09.05.13_vcs_validation_statement_acciona.pdf,13/05/2009,0,51
Department Francisco Morazán,"Energia Eolica de Honduras, S.A.",Registered,226978,Energy industries (renewable/non-renewable sources),ACM0002,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 24/04/2012 - 23/04/2022",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=10590&IDKEY=d903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdfj14603610,VCS Project Description Cerro de Hula 17.01.13 V2.pdf,1077_vcs_project_description_cerro_de_hula_17.01.13_v2.pdf,07/06/2013,358880,1077
Department Francisco Morazán,"Energia Eolica de Honduras, S.A.",Registered,226978,Energy industries (renewable/non-renewable sources),ACM0002,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 24/04/2012 - 23/04/2022",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=10608&IDKEY=f903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdfd14628432,VCS Registration Representation Single Representor v3 1-1 for Energia Eolica de Honduras.pdf,1077_vcs_registration_representation_single_representor_v3_1-1_for_energia_eolica_de_honduras.pdf,10/06/2013,0,1077
Department Francisco Morazán,"Energia Eolica de Honduras, S.A.",Registered,226978,Energy industries (renewable/non-renewable sources),ACM0002,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 24/04/2012 - 23/04/2022",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=10598&IDKEY=fiquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfe14614642,CDH_FVR_V6.pdf,1077_cdh_fvr_v6.pdf,07/06/2013,0,1077
Department Francisco Morazán,"Energia Eolica de Honduras, S.A.",Registered,226978,Energy industries (renewable/non-renewable sources),ACM0002,Tuev Nord Cert GmbH (Tuev Nord),06/04/2020,"CREDITING PERIOD HAS EXPIRED, 24/04/2012 - 23/04/2022",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=10589&IDKEY=liquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfe14602231,2013-03-13-Deed of Rep. VCS VAL.pdf,1077_2013-03-13-deed_of_rep._vcs_val.pdf,07/06/2013,0,1077
Pará,Multiple Proponents,Registered,31878,Energy industries (renewable/non-renewable sources),AMS-I.E.,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/11/2007 - 31/10/2017",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=43263&IDKEY=jlksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098k59659677,PROJ_DESC_54_20FEB2009.pdf,54_proj_desc_54_20feb2009.pdf,22/06/2018,1364882,54
Pará,Multiple Proponents,Registered,31878,Energy industries (renewable/non-renewable sources),AMS-I.E.,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/11/2007 - 31/10/2017",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=39506&IDKEY=kiquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkf054478774,PP_REG_REP_54_20JAN2010.pdf,54_pp_reg_rep_54_20jan2010.pdf,22/06/2018,0,54
Pará,Multiple Proponents,Registered,31878,Energy industries (renewable/non-renewable sources),AMS-I.E.,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/11/2007 - 31/10/2017",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=39509&IDKEY=998klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8ds54482911,PPRR_for_Grandparenting.pdf,54_pprr_for_grandparenting.pdf,22/06/2018,0,54
Pará,Multiple Proponents,Registered,31878,Energy industries (renewable/non-renewable sources),AMS-I.E.,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/11/2007 - 31/10/2017",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=39508&IDKEY=f903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdff54481532,VALID_REP_54_2MAR2009.pdf,54_valid_rep_54_2mar2009.pdf,22/06/2018,0,54
Pará,Multiple Proponents,Registered,31878,Energy industries (renewable/non-renewable sources),AMS-I.E.,Earthood Services Private Limited,06/04/2020,"CREDITING PERIOD HAS EXPIRED, 01/11/2007 - 31/10/2017",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=39507&IDKEY=xiofj09234rm9oq4jndsma80vcalksdjf98cxkjaf90823nmq3o54480153,VALID_STA_54_09MAR2009.pdf,54_valid_sta_54_09mar2009.pdf,22/06/2018,0,54
Southern Atlantic Autonomous Region (RAAS),"EcoPlanet Bamboo Group, LLC",Registered,40815,Agriculture Forestry and Other Land Use,AR-ACM0001,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 01/06/2011 - 31/05/2031",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=37083&IDKEY=dq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfha51137457,PROJ_DESC_1085_02NOV2012.pdf,1085_proj_desc_1085_02nov2012.pdf,21/09/2016,3911076,1085
Southern Atlantic Autonomous Region (RAAS),"EcoPlanet Bamboo Group, LLC",Registered,40815,Agriculture Forestry and Other Land Use,AR-ACM0001,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 01/06/2011 - 31/05/2031",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=35555&IDKEY=niquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkf949030345,PP_REG_REP_1085_20MAY2013.pdf,1085_pp_reg_rep_1085_20may2013.pdf,21/09/2016,0,1085
Southern Atlantic Autonomous Region (RAAS),"EcoPlanet Bamboo Group, LLC",Registered,40815,Agriculture Forestry and Other Land Use,AR-ACM0001,"Rainforest Alliance, Inc. (Rainforest Alliance)",06/04/2020,"1st, 01/06/2011 - 31/05/2031",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=35577&IDKEY=jkjalskjf098234kj28098sfkjlf098098kl32lasjdflkj909a49060683,VALID_REP_1085_07NOV2012.pdf,1085_valid_rep_1085_07nov2012.pdf,21/09/2016,0,1085
Pará state,Multiple Proponents,Registered,72338,Agriculture Forestry and Other Land Use,VM0015,TUV Rheinland (China) Ltd.,06/04/2020,"1st, 01/01/2003 - 31/12/2032",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=18197&IDKEY=f98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8d025093663,PROJ_DESC_1094_22FEB2013.pdf,1094_proj_desc_1094_22feb2013.pdf,04/02/2016,0,1094
Pará state,Multiple Proponents,Registered,72338,Agriculture Forestry and Other Land Use,VM0015,TUV Rheinland (China) Ltd.,06/04/2020,"1st, 01/01/2003 - 31/12/2032",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=47741&IDKEY=siquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkfi65834839,VCS PD_EcomapuC!_2nd baseline period_v02.pdf,1094_vcs_pd_ecomapuc!_2nd_baseline_period_v02.pdf,03/08/2020,13738720,1094
Pará state,Multiple Proponents,Registered,72338,Agriculture Forestry and Other Land Use,VM0015,TUV Rheinland (China) Ltd.,06/04/2020,"1st, 01/01/2003 - 31/12/2032",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=18196&IDKEY=n903q4jsafkasjfu90amnmasdfkaidflnmdf9348r09dmfasdf025092284,PP_REG_REP_1094_27MAY2013.pdf,1094_pp_reg_rep_1094_27may2013.pdf,04/02/2016,0,1094
Pará state,Multiple Proponents,Registered,72338,Agriculture Forestry and Other Land Use,VM0015,TUV Rheinland (China) Ltd.,06/04/2020,"1st, 01/01/2003 - 31/12/2032",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=18199&IDKEY=ilksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098c25096421,SC_VALID_REP_POINT_ZERO_1094_01JAN2003_31DEC2012.pdf,1094_sc_valid_rep_point_zero_1094_01jan2003_31dec2012.pdf,04/02/2016,0,1094
Pará state,Multiple Proponents,Registered,72338,Agriculture Forestry and Other Land Use,VM0015,TUV Rheinland (China) Ltd.,06/04/2020,"1st, 01/01/2003 - 31/12/2032",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=18200&IDKEY=dq934lkmsad39asjdkfj90qlkalsdkngaf98ulkandDfdvDdfh025097800,VALID_REP_1094_06MAR2013.pdf,1094_valid_rep_1094_06mar2013.pdf,04/02/2016,0,1094
Pará state,Multiple Proponents,Registered,72338,Agriculture Forestry and Other Land Use,VM0015,TUV Rheinland (China) Ltd.,06/04/2020,"1st, 01/01/2003 - 31/12/2032",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=20013&IDKEY=j98klasmf8jflkasf8098afnasfkj98f0a9sfsakjflsakjf8da27597927,FVRP_SCS_2014BQ02MD_2.2Aa_18.11.2016_approved.pdf,1094_fvrp_scs_2014bq02md_2.2aa_18.11.2016_approved.pdf,22/11/2016,0,1094
Pará state,Multiple Proponents,Registered,72338,Agriculture Forestry and Other Land Use,VM0015,TUV Rheinland (China) Ltd.,06/04/2020,"1st, 01/01/2003 - 31/12/2032",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=18201&IDKEY=v8723kjnf7kjandsaslmdv09887vaksmrmnwqkjoiuanfnfuq0025099179,VALID_STA_1094_06MAR2013.pdf,1094_valid_sta_1094_06mar2013.pdf,04/02/2016,0,1094
Hebei Province,Hebei Hong-Song Wind Power Share Holding Ltd.,Late to verify,110000,Energy industries (renewable/non-renewable sources),ACM0002,Det Norske Veritas Climate Change Services AS (DNV),11/06/2009,"CREDITING PERIOD HAS EXPIRED, 01/01/2005 - 31/12/2014",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=432&IDKEY=miquwesdfmnk0iei23nnm435oiojnc909dsflk9809adlkmlkf0595728,Chengde PDD.pdf,71_chengde_pdd.pdf,09/06/2009,3302530,71
Hebei Province,Hebei Hong-Song Wind Power Share Holding Ltd.,Late to verify,110000,Energy industries (renewable/non-renewable sources),ACM0002,Det Norske Veritas Climate Change Services AS (DNV),11/06/2009,"CREDITING PERIOD HAS EXPIRED, 01/01/2005 - 31/12/2014",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=429&IDKEY=j097809fdslkjf09rndasfufd098asodfjlkduf09nm23mrn87u591591,PPRR for Grandparenting.pdf,71_pprr_for_grandparenting.pdf,09/06/2009,0,71
Hebei Province,Hebei Hong-Song Wind Power Share Holding Ltd.,Late to verify,110000,Energy industries (renewable/non-renewable sources),ACM0002,Det Norske Veritas Climate Change Services AS (DNV),11/06/2009,"CREDITING PERIOD HAS EXPIRED, 01/01/2005 - 31/12/2014",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=472&IDKEY=8kjalskjf098234kj28098sfkjlf098098kl32lasjdflkj9090650888,Val rpt 1.pdf,71_val_rpt_1.pdf,11/06/2009,0,71
Hebei Province,Hebei Hong-Song Wind Power Share Holding Ltd.,Late to verify,110000,Energy industries (renewable/non-renewable sources),ACM0002,Det Norske Veritas Climate Change Services AS (DNV),11/06/2009,"CREDITING PERIOD HAS EXPIRED, 01/01/2005 - 31/12/2014",https://registry.verra.org/mymodule/ProjectDoc/Project_ViewFile.asp?FileID=473&IDKEY=olksjoiuwqowrnoiuomnckjashoufifmln902309ksdflku098l652267,Val rpt 2.pdf,71_val_rpt_2.pdf,11/06/2009,0,71
