section,start_page,end_page,id,filename
3.1.4 Dissemination of Monitoring Plan and Results (CL4.2),47,47,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
3.2 Quantification of GHG Emission Reductions and Removals,47,47,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
3.2.1 Baseline Emissions,47,49,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
3.2.2 Project Emissions,49,51,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
3.2.3 Leakage,51,52,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
3.2.4 Net GHG Emission Reductions and Removals,52,53,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
3.3 Optional Criterion: Climate Change Adaptation Benefits,53,53,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
3.3.1 Activities and/or processes implemented for Adaptation (GL1.3),53,54,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.1 Net Positive Community Impacts,54,54,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.1.1 Community Impacts (CM2.1),54,60,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.1.2 Negative Community Impact Mitigation (CM2.2),60,61,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
"4.1.3 Net Positive Community Well-Being (CM2.3, GL1.4)",61,62,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.1.4 Protection of High Conservation Values (CM2.4),62,64,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.2 Other Stakeholder Impacts,64,64,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.2.1 Mitigation of Negative Impacts on Other Stakeholders (CM3.2),64,64,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.2.2 Net Impacts on Other Stakeholders (CM3.3),64,64,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.3 Community Impact Monitoring,64,64,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
"4.3.1 Community Monitoring Plan (CM4.1, CM4.2, GL1.4, GL2.2, GL2.3, GL2.5)",64,67,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.3.2 Monitoring Plan Dissemination (CM4.3),67,67,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.4 Optional Criterion: Exceptional Community Benefits,67,67,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.4.1 Short-term and Long-term Community Benefits (GL2.2),67,70,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.4.2 Marginalized and/or Vulnerable Community Groups (GL2.4),70,71,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.4.3 Net Impacts on Women (GL2.5),71,71,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.4.4 Benefit Sharing Mechanisms (GL2.6),71,72,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.4.5 Governance and Implementation Structures (GL2.8),72,73,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
4.4.6 Smallholders/Community Members Capacity Development (GL2.9),73,73,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
5.1 Net Positive Biodiversity Impacts,73,73,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
5.1.1 Biodiversity Changes (B2.1),73,75,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
5.1.2 Mitigation Actions (B2.3),75,76,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
"5.1.3 Net Positive Biodiversity Impacts (B2.2, GL1.4)",76,77,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
5.1.4 High Conservation Values Protected (B2.4),77,77,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
5.1.5 Invasive Species (B2.5),77,77,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
5.1.6 Impacts of Non-native Species (B2.6),77,78,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
5.1.7 GMO Exclusion (B2.7),78,78,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
5.1.8 Inputs Justification (B2.8),78,78,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
5.2 Offsite Biodiversity Impacts,78,78,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
5.2.1 Negative Offsite Biodiversity Impacts (B3.1) and Mitigation Actions (B3.2),78,78,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
5.2.2 Net Offsite Biodiversity Benefits (B3.3),78,78,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
5.3 Biodiversity Impact Monitoring,78,78,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
"5.3.1 Biodiversity Monitoring Plan (B4.1, B4.2, GL1.4, GL3.4)",78,79,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
5.3.2 Biodiversity Monitoring Plan Dissemination (B4.3),79,79,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
5.4 Optional Criterion: Exceptional Biodiversity Benefits,79,79,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
5.4.1 Trigger Species Population Trends (GL3.3),79,79,2497,2497_tist_ug_pd-vcs-011h_app07_verif_01_monitoring_rpt_230401v7-clean.pdf
1.8.1 Identification of activities,16,18,1215,1215_proj_desc_1215_28sep2012.pdf
1.8.2 Stakeholders,18,18,1215,1215_proj_desc_1215_28sep2012.pdf
1.8.3 Creation and sustainable management of the Makira protected area,18,20,1215,1215_proj_desc_1215_28sep2012.pdf
1.8.4 Building structures and capacities for local sustainable resource management,20,20,1215,1215_proj_desc_1215_28sep2012.pdf
1.8.5 Development of co-management structures for the Makira protected area,20,21,1215,1215_proj_desc_1215_28sep2012.pdf
1.8.6 Support rural development and alternative revenue creation,21,22,1215,1215_proj_desc_1215_28sep2012.pdf
1.8.7 Creation of equitable benefit sharing mechanisms,22,39,1215,1215_proj_desc_1215_28sep2012.pdf
2.3.1 Spatial Boundaries,39,50,1215,1215_proj_desc_1215_28sep2012.pdf
2.3.2 Temporal boundaries,50,51,1215,1215_proj_desc_1215_28sep2012.pdf
2.3.3 Carbon pools,51,52,1215,1215_proj_desc_1215_28sep2012.pdf
2.3.4 Sources of GHG emissions,52,53,1215,1215_proj_desc_1215_28sep2012.pdf
2.4.1 Estimation of annual areas of unplanned deforestation,53,65,1215,1215_proj_desc_1215_28sep2012.pdf
2.4.2 Location and quantification of threat of unplanned deforestation,65,80,1215,1215_proj_desc_1215_28sep2012.pdf
2.5.1 Unplanned project deforestation in the project area,80,81,1215,1215_proj_desc_1215_28sep2012.pdf
2.5.2 Unplanned project deforestation in the leakage belt,81,82,1215,1215_proj_desc_1215_28sep2012.pdf
2.5.3 Estimation of forest degradation through wood extraction in the project case,82,83,1215,1215_proj_desc_1215_28sep2012.pdf
2.6.1 Unplanned baseline deforestation in the leakage belt,83,83,1215,1215_proj_desc_1215_28sep2012.pdf
2.6.2 Proportion of deforestation by local and immigrant agents,83,83,1215,1215_proj_desc_1215_28sep2012.pdf
2.6.3 Unplanned deforestation displaced from the project area to the leakage belt,83,85,1215,1215_proj_desc_1215_28sep2012.pdf
2.6.4 Unplanned deforestation displaced from the project area to outside the leakage belt,85,85,1215,1215_proj_desc_1215_28sep2012.pdf
2.7.1 Stratification of the total area subject to deforestation,85,87,1215,1215_proj_desc_1215_28sep2012.pdf
2.7.2 Estimation of post deforestation carbon stocks,87,88,1215,1215_proj_desc_1215_28sep2012.pdf
2.7.3 Estimation of carbon stocks and carbon stock changes per stratum,88,96,1215,1215_proj_desc_1215_28sep2012.pdf
2.8.1 Alternative land use scenarios to the proposed project activities,96,100,1215,1215_proj_desc_1215_28sep2012.pdf
2.8.2 Investment analysis,100,101,1215,1215_proj_desc_1215_28sep2012.pdf
2.8.3 Common Practices analysis,101,105,1215,1215_proj_desc_1215_28sep2012.pdf
3.1.1 Estimation of the sum of baseline carbon stock changes,105,106,1215,1215_proj_desc_1215_28sep2012.pdf
3.1.2 Estimation of the sum of baseline greenhouse gas emissions,106,107,1215,1215_proj_desc_1215_28sep2012.pdf
3.1.3 Total greenhouse gas emissions under the baseline scenario,107,107,1215,1215_proj_desc_1215_28sep2012.pdf
3.2.1 Estimation of carbon stock changes in the project case,107,109,1215,1215_proj_desc_1215_28sep2012.pdf
3.2.2 Estimation of carbon stock changes through wood extraction in the project case,109,109,1215,1215_proj_desc_1215_28sep2012.pdf
3.2.3 Estimation of total project greenhouse gas emissions,109,111,1215,1215_proj_desc_1215_28sep2012.pdf
3.3.1 Estimation of carbon stock changes due to leakage,111,112,1215,1215_proj_desc_1215_28sep2012.pdf
3.3.2 Estimation of project greenhouse gas emissions due to leakage,112,112,1215,1215_proj_desc_1215_28sep2012.pdf
3.3.3 Estimation of total leakage due to displacement of unplanned deforestation,112,114,1215,1215_proj_desc_1215_28sep2012.pdf
3.4.1 Estimation Of Total Net Greenhouse Gas Emission Reductions,114,114,1215,1215_proj_desc_1215_28sep2012.pdf
3.4.2 Estimation of VCS buffer,114,115,1215,1215_proj_desc_1215_28sep2012.pdf
3.4.3 Uncertainty Analysis,115,119,1215,1215_proj_desc_1215_28sep2012.pdf
3.4.4 Ex-Ante Estimation of Verified Carbon Units (VCU),119,124,1215,1215_proj_desc_1215_28sep2012.pdf
4.2.1 Monitoring deforestation,124,125,1215,1215_proj_desc_1215_28sep2012.pdf
4.2.2 Monitoring Carbon Stocks,125,126,1215,1215_proj_desc_1215_28sep2012.pdf
4.2.3 Monitoring Forest Degradation,126,129,1215,1215_proj_desc_1215_28sep2012.pdf
4.3.1 Carbon pools to be monitored,129,129,1215,1215_proj_desc_1215_28sep2012.pdf
4.3.2 Monitoring of carbon stocks,129,129,1215,1215_proj_desc_1215_28sep2012.pdf
4.3.3 Monitoring of land-use and land-cover change,129,131,1215,1215_proj_desc_1215_28sep2012.pdf
4.3.4 Monitoring of forest degradation through wood extraction,131,134,1215,1215_proj_desc_1215_28sep2012.pdf
4.3.5 Monitoring carbon stock enhancements,134,134,1215,1215_proj_desc_1215_28sep2012.pdf
4.3.6 Monitoring project GHG emissions,134,137,1215,1215_proj_desc_1215_28sep2012.pdf
4.3.7 Responsibilities,137,139,1215,1215_proj_desc_1215_28sep2012.pdf
4.3.8 Documentation,139,143,1215,1215_proj_desc_1215_28sep2012.pdf
5.2.1 Categories of population,143,143,1215,1215_proj_desc_1215_28sep2012.pdf
5.2.2 Impact Assessment,143,143,1215,1215_proj_desc_1215_28sep2012.pdf
A.1 Title of the small-scale project activity:,2,2,630,630_pdd_final_13.65mw.pdf
A.2. Description of the small-scale project activity:,2,3,630,630_pdd_final_13.65mw.pdf
A.3. Project participants:,3,3,630,630_pdd_final_13.65mw.pdf
A.4. Technical description of the small-scale project activity:,3,3,630,630_pdd_final_13.65mw.pdf
A.4.1. Location of the small-scale project activity:,3,5,630,630_pdd_final_13.65mw.pdf
A.4.2. Type and category (ies) and technology/measure of the small-scale project activity:,5,6,630,630_pdd_final_13.65mw.pdf
A.4.3 Estimated amount of emission reductions over the chosen crediting period:,6,7,630,630_pdd_final_13.65mw.pdf
A.4.4. Public funding of the small-scale project activity:,7,7,630,630_pdd_final_13.65mw.pdf
A.4.5. Confirmation that the small-scale project activity is not a debundled component of a large,7,8,630,630_pdd_final_13.65mw.pdf
B.1. Title and reference of the approved baseline and monitoring methodology applied to the,8,8,630,630_pdd_final_13.65mw.pdf
B.2 Justification of the choice of the project category:,8,9,630,630_pdd_final_13.65mw.pdf
B.3. Description of the project boundary:,9,9,630,630_pdd_final_13.65mw.pdf
B.4. Description of baseline and its development:,9,11,630,630_pdd_final_13.65mw.pdf
B.5. Description of how the anthropogenic emissions of GHG by sources are reduced below those,11,16,630,630_pdd_final_13.65mw.pdf
B.6. Emission reductions:,16,16,630,630_pdd_final_13.65mw.pdf
B.6.1. Explanation of methodological choices:,16,17,630,630_pdd_final_13.65mw.pdf
B.6.2. Data and parameters that are available at validation:,17,18,630,630_pdd_final_13.65mw.pdf
B.6.3 Ex-ante calculation of emission reductions:,18,19,630,630_pdd_final_13.65mw.pdf
B.6.4 Summary of the ex-ante estimation of emission reductions,19,19,630,630_pdd_final_13.65mw.pdf
B.7 Application of a monitoring methodology and description of the monitoring plan,19,19,630,630_pdd_final_13.65mw.pdf
B.7.1 Data and parameters monitored:,19,20,630,630_pdd_final_13.65mw.pdf
B.7.2 Description of the monitoring plan:,20,23,630,630_pdd_final_13.65mw.pdf
B.8 Date of completion of the application of the baseline and monitoring methodology and the,23,24,630,630_pdd_final_13.65mw.pdf
C.1 Duration of the project activity:,24,24,630,630_pdd_final_13.65mw.pdf
C.1.1. Starting date of the project activity:,24,24,630,630_pdd_final_13.65mw.pdf
C.1.2. Expected operational lifetime of the project activity:,24,24,630,630_pdd_final_13.65mw.pdf
C.2 Choice of the crediting period and related information:,24,24,630,630_pdd_final_13.65mw.pdf
C.2.1. Renewable crediting period,24,24,630,630_pdd_final_13.65mw.pdf
C.2.2. Fixed crediting period:,24,25,630,630_pdd_final_13.65mw.pdf
"D.1. If required by the host Party, documentation on the analysis of the environmental impacts",25,25,630,630_pdd_final_13.65mw.pdf
D.2. If environmental impacts are considered significant by the project participants or the host,25,26,630,630_pdd_final_13.65mw.pdf
E.1. Brief description how comments by local stakeholders have been invited and compiled:,26,26,630,630_pdd_final_13.65mw.pdf
E.2. Summary of the comments received:,26,26,630,630_pdd_final_13.65mw.pdf
E.3. Report on how due account was taken of any comments received:,26,26,630,630_pdd_final_13.65mw.pdf
1.3 Estimated amount of emission reductions over the crediting period,1,2,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
1.4 A brief description of the project:,2,5,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
1.5 Project location including geographic and physical information allowing,5,6,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
1.6 Duration of the project activity/crediting period:,6,7,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
1.7 Conditions Prior to Project initiation,7,7,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
1.8 A description of how the project will achieve GHG emission reductions,7,8,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
"1.9 Project technologies, products, services and the expected level of activity:",8,10,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
1.10 Compliance with relevant local laws and regulations related to the project:,10,12,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
1.11 Identification of risks that may substantially affect the project’s GHG,12,13,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
1.12 Demonstration to confirm that the project was not implemented to create,13,13,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
1.13 Demonstration that the project has not created another form of,13,14,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
1.14 Project rejected under other GHG programs (if applicable):,14,14,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
"1.15 Project proponents roles and responsibilities, including contact information",14,17,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
1.16 Any information relevant for the eligibility of the project and quantification,17,18,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
1.17 List of commercially sensitive information (if applicable): Not Applicable,18,18,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
2.1 Title and reference of the VCS methodology applied to the project activity,18,19,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
2.2 Justification of the choice of the methodology and why it is applicable to the,19,20,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
"2.3 Identifying GHG sources, sinks and reservoirs for the baseline scenario and",20,21,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
2.4 Description of how the baseline scenario is identified and description of the,21,23,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
2.5 Description of how the emissions of GHG by source in baseline scenario are,23,33,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
3.1 Title and reference of the VCS methodology (which includes the monitoring,33,33,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
"3.2 Monitoring, including estimation, modelling, measurement or calculation",33,36,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
"3.3 Data and parameters monitored / Selecting relevant GHG sources, sinks",36,39,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
3.4 Description of the monitoring plan,39,40,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
4.1 Explanation of methodological choice:,40,40,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
4.2 Quantifying GHG emissions and/or removals for the baseline scenario:,40,44,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
4.3 Quantifying GHG emissions and/or removals for the project:,44,44,369,369_v-3-i-01-b-0054_-_12.25_mw_(vcs_pd)_bundled_wind_project_in_tn.pdf
"3.3 Data and parameters monitored / Selecting relevant GHG sources, sinks 26",2,2,168,168_bhasur_pd_ver03.pdf
3.4 Description of the monitoring plan 28,2,2,168,168_bhasur_pd_ver03.pdf
4.1 Explanation of methodological choice 30,2,2,168,168_bhasur_pd_ver03.pdf
4.2 Quantifying GHG emissions and/or removals for the baseline scenario 33,2,2,168,168_bhasur_pd_ver03.pdf
4.3 Quantifying GHG emissions and/or removals for the project 35,2,2,168,168_bhasur_pd_ver03.pdf
4.4 Quantifying GHG emission reductions and removal enhancements for 35,2,20,168,168_bhasur_pd_ver03.pdf
5.248 Suzlon Order,20,20,168,168_bhasur_pd_ver03.pdf
A.1. Purpose and general description of project activity,1,3,1831,1831_10223_pdd_24_112015.pdf
A.2. Location of project activity,3,3,1831,1831_10223_pdd_24_112015.pdf
A.2.1. Host Party,3,3,1831,1831_10223_pdd_24_112015.pdf
A.2.2. Region/State/Province etc.,3,3,1831,1831_10223_pdd_24_112015.pdf
A.2.3. City/Town/Community etc.,3,3,1831,1831_10223_pdd_24_112015.pdf
A.2.4. Physical/Geographical location,3,4,1831,1831_10223_pdd_24_112015.pdf
A.3. Technologies and/or measures,4,5,1831,1831_10223_pdd_24_112015.pdf
A.4. Parties and project participants,5,6,1831,1831_10223_pdd_24_112015.pdf
A.5. Public funding of project activity,6,6,1831,1831_10223_pdd_24_112015.pdf
B.1. Reference of methodology and standardized baseline,6,6,1831,1831_10223_pdd_24_112015.pdf
B.2. Applicability of methodology and standardized baseline,6,9,1831,1831_10223_pdd_24_112015.pdf
B.3. Project boundary,9,10,1831,1831_10223_pdd_24_112015.pdf
B.4. Establishment and description of baseline scenario,10,11,1831,1831_10223_pdd_24_112015.pdf
B.5. Demonstration of additionality,11,18,1831,1831_10223_pdd_24_112015.pdf
B.6. Emission reductions,18,18,1831,1831_10223_pdd_24_112015.pdf
B.6.1. Explanation of methodological choices,18,22,1831,1831_10223_pdd_24_112015.pdf
B.6.2. Data and parameters fixed ex ante,22,24,1831,1831_10223_pdd_24_112015.pdf
B.6.3. Ex ante calculation of emission reductions,24,25,1831,1831_10223_pdd_24_112015.pdf
B.6.4. Summary of ex ante estimates of emission reductions,25,26,1831,1831_10223_pdd_24_112015.pdf
B.7. Monitoring plan,26,26,1831,1831_10223_pdd_24_112015.pdf
B.7.1. Data and parameters to be monitored,26,27,1831,1831_10223_pdd_24_112015.pdf
B.7.2. Sampling plan,27,27,1831,1831_10223_pdd_24_112015.pdf
B.7.3. Other elements of monitoring plan,27,29,1831,1831_10223_pdd_24_112015.pdf
B.8. Date of completion of application of methodology and standardized baseline and,29,29,1831,1831_10223_pdd_24_112015.pdf
C.1. Duration of project activity,29,29,1831,1831_10223_pdd_24_112015.pdf
C.1.1. Start date of project activity,29,29,1831,1831_10223_pdd_24_112015.pdf
C.1.2. Expected operational lifetime of project activity,29,29,1831,1831_10223_pdd_24_112015.pdf
C.2. Crediting period of project activity,29,29,1831,1831_10223_pdd_24_112015.pdf
C.2.1. Type of crediting period,29,30,1831,1831_10223_pdd_24_112015.pdf
C.2.2. Start date of crediting period,30,30,1831,1831_10223_pdd_24_112015.pdf
C.2.3. Length of crediting period,30,30,1831,1831_10223_pdd_24_112015.pdf
D.1. Analysis of environmental impacts,30,30,1831,1831_10223_pdd_24_112015.pdf
D.2. Environmental impact assessment,30,31,1831,1831_10223_pdd_24_112015.pdf
E.1. Solicitation of comments from local stakeholders,31,31,1831,1831_10223_pdd_24_112015.pdf
E.2. Summary of comments received,31,32,1831,1831_10223_pdd_24_112015.pdf
E.3. Report on consideration of comments received,32,32,1831,1831_10223_pdd_24_112015.pdf
1.1 Summary Description of the Project,2,3,1237,1237_draft_pdd_1237_27jan2014.pdf
1.2 Project Proponent,3,3,1237,1237_draft_pdd_1237_27jan2014.pdf
1.3 Other Entities Involved in the Project,3,3,1237,1237_draft_pdd_1237_27jan2014.pdf
1.4 Project Start Date,3,3,1237,1237_draft_pdd_1237_27jan2014.pdf
1.5 Project Crediting Period,3,3,1237,1237_draft_pdd_1237_27jan2014.pdf
1.6 Project Scale and Estimated GHG Emission Reductions or Removals,3,4,1237,1237_draft_pdd_1237_27jan2014.pdf
1.7 Description of the Project Activity,4,7,1237,1237_draft_pdd_1237_27jan2014.pdf
1.8 Project Location,7,7,1237,1237_draft_pdd_1237_27jan2014.pdf
1.9 Conditions Prior to Project Initiation,7,9,1237,1237_draft_pdd_1237_27jan2014.pdf
"1.10 Compliance with Laws, Statutes and Other Regulatory Frameworks",9,9,1237,1237_draft_pdd_1237_27jan2014.pdf
1.11 Ownership and Other Programs,9,9,1237,1237_draft_pdd_1237_27jan2014.pdf
1.11.1 Right of Use,9,9,1237,1237_draft_pdd_1237_27jan2014.pdf
1.11.2 Emissions Trading Programs and Other Binding Limits,9,9,1237,1237_draft_pdd_1237_27jan2014.pdf
1.11.3 Other Forms of Environmental Credit,9,10,1237,1237_draft_pdd_1237_27jan2014.pdf
1.11.4 Participation under Other GHG Programs,10,10,1237,1237_draft_pdd_1237_27jan2014.pdf
1.11.5 Projects Rejected by Other GHG Programs,10,10,1237,1237_draft_pdd_1237_27jan2014.pdf
1.12 Additional Information Relevant to the Project,10,10,1237,1237_draft_pdd_1237_27jan2014.pdf
2.1 Title and Reference of Methodology,10,10,1237,1237_draft_pdd_1237_27jan2014.pdf
2.2 Applicability of Methodology,10,11,1237,1237_draft_pdd_1237_27jan2014.pdf
2.3 Project Boundary,11,12,1237,1237_draft_pdd_1237_27jan2014.pdf
2.4 Baseline Scenario,12,13,1237,1237_draft_pdd_1237_27jan2014.pdf
2.5 Additionality,13,17,1237,1237_draft_pdd_1237_27jan2014.pdf
2.6 Methodology Deviations,17,17,1237,1237_draft_pdd_1237_27jan2014.pdf
3.1 Baseline Emissions,17,18,1237,1237_draft_pdd_1237_27jan2014.pdf
3.2 Project Emissions,18,18,1237,1237_draft_pdd_1237_27jan2014.pdf
3.3 Leakage,18,19,1237,1237_draft_pdd_1237_27jan2014.pdf
3.4 Net GHG Emission Reductions and Removals,19,26,1237,1237_draft_pdd_1237_27jan2014.pdf
4.1 Data and Parameters Available at Validation,26,30,1237,1237_draft_pdd_1237_27jan2014.pdf
4.2 Data and Parameters Monitored,30,32,1237,1237_draft_pdd_1237_27jan2014.pdf
4.3 Monitoring Plan,32,32,1237,1237_draft_pdd_1237_27jan2014.pdf
1.6 Duration of the project activity/crediting period:,1,1,464,464_vcs_pd_rama_07_10_2008.pdf
1.7 Conditions prior to project initiation:,1,1,464,464_vcs_pd_rama_07_10_2008.pdf
1.8 A description of how the project will achieve GHG,1,1,464,464_vcs_pd_rama_07_10_2008.pdf
"1.9 Project technologies, products, services and the",1,1,464,464_vcs_pd_rama_07_10_2008.pdf
1.10 Compliance with relevant local laws and regulations,1,1,464,464_vcs_pd_rama_07_10_2008.pdf
1.11 Identification of risks that may substantially,1,1,464,464_vcs_pd_rama_07_10_2008.pdf
1.12 Demonstration to confirm that the project was not,1,1,464,464_vcs_pd_rama_07_10_2008.pdf
1.13 Demonstration that the project has not created,1,1,464,464_vcs_pd_rama_07_10_2008.pdf
1.14 Project rejected under other GHG programs (if,1,2,464,464_vcs_pd_rama_07_10_2008.pdf
"1.15 Project proponents roles and responsibilities,",2,2,464,464_vcs_pd_rama_07_10_2008.pdf
1.16 Any information relevant for the eligibility of the,2,2,464,464_vcs_pd_rama_07_10_2008.pdf
1.17 List of commercially sensitive information (if,2,2,464,464_vcs_pd_rama_07_10_2008.pdf
2.1 Title and reference of the VCS methodology applied to,2,2,464,464_vcs_pd_rama_07_10_2008.pdf
2.2 Justification of the choice of the methodology and,2,2,464,464_vcs_pd_rama_07_10_2008.pdf
"2.3 Identifying GHG sources, sinks and reservoirs for the",2,2,464,464_vcs_pd_rama_07_10_2008.pdf
2.4 Description of how the baseline scenario is,2,2,464,464_vcs_pd_rama_07_10_2008.pdf
2.5 Description of how the emissions of GHG by source in,2,3,464,464_vcs_pd_rama_07_10_2008.pdf
3.1 Title and reference of the VCS methodology (which,3,3,464,464_vcs_pd_rama_07_10_2008.pdf
"3.2 Monitoring, including estimation, modelling,",3,3,464,464_vcs_pd_rama_07_10_2008.pdf
3.3 Data and parameters monitored / Selecting relevant,3,3,464,464_vcs_pd_rama_07_10_2008.pdf
