id,type,value
1820,project_location,"{'project_state_province': 'Chubut', 'project_country': 'Argentina', 'project_latitude': -45.67, 'project_longitude': -67.78}"
1821,project_location,"{'project_state_province': 'Guainia', 'project_country': 'Colombia', 'project_latitude': 2.61, 'project_longitude': -69.15}"
1822,project_location,"{'project_state_province': 'Gujarat', 'project_country': 'India', 'project_latitude': 22.22, 'project_longitude': 69.39}"
1823,project_location,"{'project_state_province': 'Gujarat', 'project_country': 'India', 'project_latitude': 23.21, 'project_longitude': 70.57}"
1824,project_location,"{'project_state_province': 'Guangxi Zhuang Autonomous Region', 'project_country': 'China', 'project_latitude': 24.39, 'project_longitude': 109.13}"
1825,project_location,"{'project_state_province': 'Qinghai', 'project_country': 'China', 'project_latitude': 37.14, 'project_longitude': 101.27}"
1826,project_location,"{'project_state_province': 'Qinghai', 'project_country': 'China', 'project_latitude': 36.45, 'project_longitude': 101.12}"
1827,project_location,"{'project_state_province': 'Shaanxi', 'project_country': 'China', 'project_latitude': 38.42, 'project_longitude': 110.07}"
1828,project_location,"{'project_state_province': 'Punjab', 'project_country': 'India', 'project_latitude': 30.5, 'project_longitude': 74.72}"
1829,project_location,"{'project_state_province': 'Punjab', 'project_country': 'India', 'project_latitude': 30.23, 'project_longitude': 74.35}"
1830,project_location,"{'project_state_province': 'Tamil Nadu', 'project_country': 'India', 'project_latitude': 9.95, 'project_longitude': 77.56}"
1831,project_location,"{'project_state_province': 'Gujarat', 'project_country': 'India', 'project_latitude': 22.3, 'project_longitude': 69.54}"
1832,project_location,"{'project_state_province': 'Qinghai', 'project_country': 'China', 'project_latitude': 36.41, 'project_longitude': 102.8}"
1834,project_location,"{'project_state_province': 'Karnataka', 'project_country': 'India', 'project_latitude': 15.96, 'project_longitude': 76.13}"
1835,project_location,"{'project_state_province': 'Caruquia', 'project_country': 'Colombia', 'project_latitude': 6.64, 'project_longitude': -75.34}"
1836,project_location,"{'project_state_province': 'Santa Rosa de Osos', 'project_country': 'Colombia', 'project_latitude': 6.66, 'project_longitude': -75.29}"
1838,project_location,"{'project_state_province': 'Karnataka', 'project_country': 'India', 'project_latitude': 15.21, 'project_longitude': 75.37}"
1839,project_location,"{'project_state_province': 'Hebei province', 'project_country': 'China', 'project_latitude': 41.05, 'project_longitude': 114.26}"
1840,project_location,"{'project_state_province': 'Tiltil commune, Chacabuco province', 'project_country': 'Chile', 'project_latitude': -33.09, 'project_longitude': -70.77}"
1841,project_location,"{'project_state_province': 'Machupicchu', 'project_country': 'Peru', 'project_latitude': -13.14, 'project_longitude': -72.58}"
1842,project_location,"{'project_state_province': 'Rajasthan', 'project_country': 'India', 'project_latitude': 26.29, 'project_longitude': 72.93}"
1843,project_location,"{'project_state_province': 'Maharashtra', 'project_country': 'India', 'project_latitude': 17.69, 'project_longitude': 73.98}"
1844,project_location,"{'project_state_province': 'Maharashtra', 'project_country': 'India', 'project_latitude': 20.46, 'project_longitude': 75.0}"
1845,project_location,"{'project_state_province': 'Karnataka', 'project_country': 'India', 'project_latitude': 14.72, 'project_longitude': 76.74}"
1846,project_location,"{'project_state_province': 'Karnataka', 'project_country': 'India', 'project_latitude': 14.9, 'project_longitude': 76.39}"
1847,project_location,"{'project_state_province': 'Guizhou Province', 'project_country': 'China', 'project_latitude': 25.09, 'project_longitude': 104.9}"
1848,project_location,"{'project_state_province': 'Bago Region', 'project_country': 'Myanmar', 'project_latitude': 20.5, 'project_longitude': 97.25}"
1849,project_location,"{'project_state_province': 'NC', 'project_country': 'United States', 'project_latitude': 36.47, 'project_longitude': -76.16}"
1850,project_location,"{'project_state_province': 'State of Paraná', 'project_country': 'Brazil', 'project_latitude': -24.26, 'project_longitude': -49.73}"
1851,project_location,"{'project_state_province': 'Multiple States', 'project_country': 'India', 'project_latitude': 18.11, 'project_longitude': 79.02}"
1853,project_location,"{'project_state_province': 'Gujarat', 'project_country': 'India', 'project_latitude': 23.1, 'project_longitude': 70.9}"
1854,project_location,"{'project_state_province': 'Karnataka', 'project_country': 'India', 'project_latitude': 15.25, 'project_longitude': 76.05}"
1855,project_location,"{'project_state_province': 'Anhui Province', 'project_country': 'China', 'project_latitude': 31.4, 'project_longitude': 117.63}"
1856,project_location,"{'project_state_province': 'Gujarat & Andhra Pradesh', 'project_country': 'India', 'project_latitude': 16.05, 'project_longitude': 77.74}"
1857,project_location,"{'project_state_province': 'Saran', 'project_country': 'India', 'project_latitude': 25.99, 'project_longitude': 84.69}"
1859,project_location,"{'project_state_province': 'Gansu', 'project_country': 'China', 'project_latitude': 39.15, 'project_longitude': 100.16}"
1860,project_location,"{'project_state_province': 'Gansu', 'project_country': 'China', 'project_latitude': 38.8, 'project_longitude': 100.4}"
1861,project_location,"{'project_state_province': 'Himanchal Pradesh', 'project_country': 'India', 'project_latitude': 32.19, 'project_longitude': 76.19}"
1862,project_location,"{'project_state_province': 'Tamil Nadu, Gujrat', 'project_country': 'India', 'project_latitude': 9.85, 'project_longitude': 77.45}"
1864,project_location,"{'project_state_province': 'Guizhou Province', 'project_country': 'China', 'project_latitude': 26.2, 'project_longitude': 105.76}"
1865,project_location,"{'project_state_province': 'Guizhou Province', 'project_country': 'China', 'project_latitude': 26.25, 'project_longitude': 106.0}"
1866,project_location,"{'project_state_province': 'XinJiang', 'project_country': 'China', 'project_latitude': 38.86, 'project_longitude': 77.81}"
1867,project_location,"{'project_state_province': 'Ningxia Autonomous Region, P. R. China', 'project_country': 'China', 'project_latitude': 38.23, 'project_longitude': 107.32}"
1868,project_location,"{'project_state_province': 'Cauca', 'project_country': 'Colombia', 'project_latitude': 2.16, 'project_longitude': -76.88}"
1869,project_location,"{'project_state_province': 'Bocayá, Cundinamarca, Huila and Meta', 'project_country': 'Colombia', 'project_latitude': 5.25, 'project_longitude': -74.01}"
1870,project_location,"{'project_state_province': 'Elazığ Province', 'project_country': 'Turkey', 'project_latitude': 38.53, 'project_longitude': 39.55}"
1874,project_location,"{'project_state_province': 'Zhangjiakow City', 'project_country': 'China', 'project_latitude': 41.46, 'project_longitude': 114.82}"
1875,project_location,"{'project_state_province': 'Guangxi', 'project_country': 'China', 'project_latitude': 22.54, 'project_longitude': 107.81}"
1877,project_location,"{'project_state_province': 'Karnataka', 'project_country': 'India', 'project_latitude': 16.28, 'project_longitude': 76.47}"
1878,project_location,"{'project_state_province': 'Karnataka, Gujara', 'project_country': 'India', 'project_latitude': 16.54, 'project_longitude': 75.73}"
1879,project_location,"{'project_state_province': 'Ratnapura District', 'project_country': 'Sri Lanka', 'project_latitude': 6.83, 'project_longitude': 80.42}"
1881,project_location,"{'project_state_province': 'Coclé Colón Panama Los Santos Veraguas Chiriqui', 'project_country': 'Panama', 'project_latitude': 9.1, 'project_longitude': -82.63}"
1882,project_location,"{'project_state_province': 'Mariscal Cáceres and Huallaga Provinces', 'project_country': 'Peru', 'project_latitude': -7.6, 'project_longitude': -77.41}"
1885,project_location,"{'project_state_province': 'Omaheke', 'project_country': 'Namibia', 'project_latitude': -22.44, 'project_longitude': 18.97}"
1886,project_location,"{'project_state_province': 'Henan Province', 'project_country': 'China', 'project_latitude': 34.0, 'project_longitude': 114.0}"
1887,project_location,"{'project_state_province': 'Henan Province', 'project_country': 'China', 'project_latitude': 32.97, 'project_longitude': 111.21}"
1890,project_location,"{'project_state_province': 'Telengana and Maharashtra', 'project_country': 'India', 'project_latitude': 16.44, 'project_longitude': 77.87}"
1891,project_location,"{'project_state_province': 'Jammu & Kashmir', 'project_country': 'India', 'project_latitude': 34.45, 'project_longitude': 74.78}"
1892,project_location,"{'project_country': 'Colombia', 'project_latitude': 4.6, 'project_longitude': -74.08}"
1893,project_location,"{'project_state_province': 'Karnataka', 'project_country': 'India', 'project_latitude': 12.84, 'project_longitude': 75.67}"
1895,project_location,"{'project_state_province': 'Jilin Province', 'project_country': 'China', 'project_latitude': 41.68, 'project_longitude': 127.12}"
1896,project_location,"{'project_state_province': 'Hunan Province', 'project_country': 'China', 'project_latitude': 28.56, 'project_longitude': 110.58}"
1897,project_location,"{'project_state_province': 'Tanganyika District', 'project_country': 'Tanzania', 'project_latitude': -6.08, 'project_longitude': 30.44}"
1898,project_location,"{'project_state_province': 'Ömnögovi', 'project_country': 'Mongolia', 'project_latitude': 43.55, 'project_longitude': 105.58}"
1899,project_location,"{'project_state_province': 'South Sumatra Province', 'project_country': 'Indonesia', 'project_latitude': -2.02, 'project_longitude': 104.14}"
1900,project_location,"{'project_state_province': 'Kiteto District', 'project_country': 'Tanzania', 'project_latitude': -4.67, 'project_longitude': 36.65}"
1901,project_location,"{'project_state_province': 'Hebei Province', 'project_country': 'China', 'project_latitude': 41.02, 'project_longitude': 114.25}"
1902,project_location,"{'project_state_province': 'State of Bahia', 'project_country': 'Brazil', 'project_latitude': -12.29, 'project_longitude': -41.93}"
1903,project_location,"{'project_state_province': 'Piaui', 'project_country': 'Brazil', 'project_latitude': -8.0, 'project_longitude': -40.63}"
1904,project_location,"{'project_state_province': 'Tamil Nadu', 'project_country': 'India', 'project_latitude': 8.98, 'project_longitude': 77.98}"
1905,project_location,"{'project_state_province': 'Çanakkale Province', 'project_country': 'Turkey', 'project_latitude': 40.12, 'project_longitude': 26.77}"
1906,project_location,"{'project_state_province': 'Çanakkale Province', 'project_country': 'Turkey', 'project_latitude': 40.03, 'project_longitude': 26.35}"
1907,project_location,"{'project_state_province': 'Çanakkale Province', 'project_country': 'Turkey', 'project_latitude': 40.15, 'project_longitude': 26.63}"
1908,project_location,"{'project_state_province': 'Denizli Province', 'project_country': 'Turkey', 'project_latitude': 37.79, 'project_longitude': 28.77}"
1909,project_location,"{'project_state_province': 'Bogotá', 'project_country': 'Colombia', 'project_latitude': 4.42, 'project_longitude': -74.04}"
1910,project_location,"{'project_state_province': 'Caldas', 'project_country': 'Colombia', 'project_latitude': 5.33, 'project_longitude': -75.29}"
1911,project_location,"{'project_state_province': 'WA', 'project_country': 'United States', 'project_latitude': 47.47, 'project_longitude': -121.84}"
1912,project_location,"{'project_state_province': 'Uttarakhand', 'project_country': 'India', 'project_latitude': 30.24, 'project_longitude': 78.83}"
1913,project_location,"{'project_state_province': 'Erzurum Provjnce', 'project_country': 'Turkey', 'project_latitude': 39.58, 'project_longitude': 41.99}"
1914,project_location,"{'project_state_province': 'Karnataka', 'project_country': 'India', 'project_latitude': 14.31, 'project_longitude': 77.41}"
1915,project_location,"{'project_state_province': 'Karas', 'project_country': 'Namibia', 'project_latitude': -26.64, 'project_longitude': 15.16}"
1916,project_location,"{'project_state_province': 'QC', 'project_country': 'Canada', 'project_latitude': 45.05, 'project_longitude': -71.55}"
1920,project_location,"{'project_state_province': 'Punjab', 'project_country': 'India', 'project_latitude': 30.43, 'project_longitude': 74.52}"
1921,project_location,"{'project_state_province': 'Van Province', 'project_country': 'Turkey', 'project_latitude': 38.38, 'project_longitude': 43.21}"
1922,project_location,"{'project_country': 'Turkey', 'project_latitude': 40.66, 'project_longitude': 35.84}"
1923,project_location,"{'project_state_province': 'Konya', 'project_country': 'Turkey', 'project_latitude': 37.82, 'project_longitude': 34.18}"
1924,project_location,"{'project_state_province': 'Tokat Province', 'project_country': 'Turkey', 'project_latitude': 40.39, 'project_longitude': 36.63}"
1925,project_location,"{'project_state_province': 'Konya', 'project_country': 'Turkey', 'project_latitude': 38.35, 'project_longitude': 32.41}"
1926,project_location,"{'project_state_province': 'Firinci District', 'project_country': 'Turkey', 'project_latitude': 38.45, 'project_longitude': 38.31}"
1930,project_location,"{'project_state_province': 'Henan Province', 'project_country': 'China', 'project_latitude': 33.46, 'project_longitude': 112.4}"
1931,project_location,"{'project_state_province': 'Uttar Pradesh, Telangana, Andhra Pradesh, Gujarat', 'project_country': 'India', 'project_latitude': 25.86, 'project_longitude': 79.43}"
1933,project_location,"{'project_state_province': 'Aydin', 'project_country': 'Turkey', 'project_latitude': 37.75, 'project_longitude': 27.44}"
1934,project_location,"{'project_state_province': 'Himachal Pradesh', 'project_country': 'India', 'project_latitude': 31.42, 'project_longitude': 77.08}"
1935,project_location,"{'project_state_province': 'Hubei Province', 'project_country': 'China', 'project_latitude': 31.67, 'project_longitude': 112.88}"
1936,project_location,"{'project_state_province': 'La Guajira and Atlántico', 'project_country': 'Colombia', 'project_latitude': 11.53, 'project_longitude': -72.18}"
1937,project_location,"{'project_state_province': 'Ha Giang', 'project_country': 'Vietnam', 'project_latitude': 22.55, 'project_longitude': 104.91}"
1939,project_location,"{'project_state_province': 'Gansu Province', 'project_country': 'China', 'project_latitude': 40.01, 'project_longitude': 96.72}"
1940,project_location,"{'project_state_province': 'Gansu Province', 'project_country': 'China', 'project_latitude': 40.08, 'project_longitude': 96.78}"
1942,project_location,"{'project_state_province': 'Karnataka & Telangana', 'project_country': 'India', 'project_latitude': 15.32, 'project_longitude': 75.71}"
1943,project_location,"{'project_state_province': 'Orissa', 'project_country': 'India', 'project_latitude': 21.08, 'project_longitude': 85.13}"
1944,project_location,"{'project_state_province': 'Bungoma and Trans-Nzoia counties', 'project_country': 'Kenya', 'project_latitude': 0.43, 'project_longitude': 34.36}"
1945,project_location,"{'project_state_province': 'Cautín Province, Villarrica', 'project_country': 'Chile', 'project_latitude': -39.17, 'project_longitude': -72.06}"
1946,project_location,"{'project_state_province': 'Andhra Pradesh', 'project_country': 'India', 'project_latitude': 14.51, 'project_longitude': 77.89}"
1947,project_location,"{'project_state_province': 'Hangjin', 'project_country': 'China', 'project_latitude': 40.19, 'project_longitude': 107.36}"
1948,project_location,"{'project_state_province': 'Aktobe', 'project_country': 'Kazakhstan', 'project_latitude': 50.29, 'project_longitude': 58.15}"
1949,project_location,"{'project_state_province': 'Northern Cape Province', 'project_country': 'South Africa', 'project_latitude': -30.73, 'project_longitude': 23.88}"
1950,project_location,"{'project_state_province': 'Northern Cape Province', 'project_country': 'South Africa', 'project_latitude': -30.54, 'project_longitude': 24.26}"
1951,project_location,"{'project_country': 'China', 'project_latitude': 42.55, 'project_longitude': 123.54}"
1952,project_location,"{'project_country': 'China', 'project_latitude': 44.62, 'project_longitude': 122.1}"
1953,project_location,"{'project_state_province': 'Para', 'project_country': 'Brazil', 'project_latitude': -3.25, 'project_longitude': -47.12}"
1954,project_location,"{'project_state_province': 'Aktobe', 'project_country': 'Kazakhstan', 'project_latitude': 50.29, 'project_longitude': 58.15}"
1955,project_location,"{'project_state_province': 'Jilin Province', 'project_country': 'China', 'project_latitude': 41.79, 'project_longitude': 126.02}"
1956,project_location,"{'project_state_province': 'Shaanxi Province', 'project_country': 'China', 'project_latitude': 35.09, 'project_longitude': 109.55}"
1958,project_location,"{'project_state_province': 'Ninh Thuan Province', 'project_country': 'Vietnam', 'project_latitude': 11.66, 'project_longitude': 108.81}"
1959,project_location,"{'project_state_province': 'Karasburg West', 'project_country': 'Namibia', 'project_latitude': -28.7, 'project_longitude': 17.77}"
1960,project_location,"{'project_state_province': 'MT', 'project_country': 'United States', 'project_latitude': 46.88, 'project_longitude': -110.36}"
1961,project_location,"{'project_state_province': 'Chattisgarh', 'project_country': 'India', 'project_latitude': 22.58, 'project_longitude': 82.42}"
1962,project_location,"{'project_state_province': 'Jilin Province', 'project_country': 'China', 'project_latitude': 45.57, 'project_longitude': 123.0}"
1963,project_location,"{'project_state_province': 'Tataouine Governorate', 'project_country': 'Tunisia', 'project_latitude': 33.38, 'project_longitude': 10.27}"
1964,project_location,"{'project_state_province': 'Dak Lak', 'project_country': 'Vietnam', 'project_latitude': 12.81, 'project_longitude': 107.83}"
1965,project_location,"{'project_state_province': 'Phu Cat District, Binh Dinh Province', 'project_country': 'Vietnam', 'project_latitude': 14.02, 'project_longitude': 109.02}"
1966,project_location,"{'project_state_province': 'Gansu Province', 'project_country': 'China', 'project_latitude': 35.41, 'project_longitude': 104.97}"
1967,project_location,"{'project_state_province': 'Tamil Nadu', 'project_country': 'India', 'project_latitude': 10.87, 'project_longitude': 77.5}"
1968,project_location,"{'project_state_province': 'Gujarat', 'project_country': 'India', 'project_latitude': 22.12, 'project_longitude': 69.38}"
1969,project_location,"{'project_state_province': 'Para', 'project_country': 'Brazil', 'project_latitude': -3.33, 'project_longitude': -47.16}"
1970,project_location,"{'project_state_province': 'Metapan', 'project_country': 'El Salvador', 'project_latitude': 14.15, 'project_longitude': -89.15}"
1971,project_location,"{'project_state_province': 'Louga', 'project_country': 'Senegal', 'project_latitude': 15.86, 'project_longitude': -16.23}"
1972,project_location,"{'project_state_province': 'Guangxi', 'project_country': 'China', 'project_latitude': 23.07, 'project_longitude': 107.9}"
1973,project_location,"{'project_state_province': 'Jilin Province', 'project_country': 'China', 'project_latitude': 44.59, 'project_longitude': 122.31}"
1974,project_location,"{'project_state_province': 'Dak Lak Province', 'project_country': 'Vietnam', 'project_latitude': 12.81, 'project_longitude': 107.83}"
1975,project_location,"{'project_state_province': 'Binh Thuan Province', 'project_country': 'Vietnam', 'project_latitude': 11.05, 'project_longitude': 108.33}"
1976,project_location,"{'project_state_province': 'Multiple Sites', 'project_country': 'India', 'project_latitude': 21.03, 'project_longitude': 75.98}"
1977,project_location,"{'project_state_province': 'Sidi Bennour province', 'project_country': 'Morocco', 'project_latitude': 32.76, 'project_longitude': -8.95}"
1978,project_location,"{'project_state_province': 'Proyectos eólicos Duqueco, Malleco and Negrete en', 'project_country': 'Chile', 'project_latitude': -37.3, 'project_longitude': -72.84}"
1979,project_location,"{'project_state_province': 'Maharashtra', 'project_country': 'India', 'project_latitude': 19.87, 'project_longitude': 79.03}"
1980,project_location,"{'project_state_province': 'Karnataka', 'project_country': 'India', 'project_latitude': 16.52, 'project_longitude': 76.76}"
1981,project_location,"{'project_state_province': 'Rajasthan', 'project_country': 'India', 'project_latitude': 23.63, 'project_longitude': 74.68}"
1982,project_location,"{'project_state_province': 'Mpumalanga Provice', 'project_country': 'South Africa', 'project_latitude': -25.58, 'project_longitude': 30.66}"
1983,project_location,"{'project_state_province': 'Shangchuandao Island', 'project_country': 'China', 'project_latitude': 21.61, 'project_longitude': 112.77}"
1984,project_location,"{'project_state_province': 'Telangana', 'project_country': 'India', 'project_latitude': 18.98, 'project_longitude': 79.43}"
1985,project_location,"{'project_state_province': 'Andhra Pradesh', 'project_country': 'India', 'project_latitude': 14.46, 'project_longitude': 77.2}"
1986,project_location,"{'project_state_province': 'Karnataka', 'project_country': 'India', 'project_latitude': 12.95, 'project_longitude': 75.36}"
1987,project_location,"{'project_state_province': 'Multiple Provinces', 'project_country': 'Argentina', 'project_latitude': -43.17, 'project_longitude': -65.06}"
1989,project_location,"{'project_state_province': 'Sidi Bennour', 'project_country': 'Morocco', 'project_latitude': 32.76, 'project_longitude': -8.95}"
1990,project_location,"{'project_state_province': 'Telangana', 'project_country': 'India', 'project_latitude': 15.92, 'project_longitude': 76.16}"
1991,project_location,"{'project_state_province': 'Rajasthan', 'project_country': 'India', 'project_latitude': 24.96, 'project_longitude': 74.64}"
1992,project_location,"{'project_state_province': 'Rajasthan', 'project_country': 'India', 'project_latitude': 24.13, 'project_longitude': 74.63}"
1993,project_location,"{'project_state_province': 'Karnataka', 'project_country': 'India', 'project_latitude': 15.97, 'project_longitude': 76.13}"
1994,project_location,"{'project_state_province': 'Santa Cruz', 'project_country': 'Argentina', 'project_latitude': -47.26, 'project_longitude': -67.03}"
1995,project_location,"{'project_state_province': 'Ventos de São Januário', 'project_country': 'Brazil', 'project_latitude': -10.3, 'project_longitude': -40.19}"
1996,project_location,"{'project_state_province': 'San Juan', 'project_country': 'Argentina', 'project_latitude': -31.34, 'project_longitude': -68.66}"
1997,project_location,"{'project_state_province': 'Nakhon Ratchasima', 'project_country': 'Thailand', 'project_latitude': 15.33, 'project_longitude': 101.46}"
1998,project_location,"{'project_state_province': 'Antofagasta', 'project_country': 'Chile', 'project_latitude': -22.77, 'project_longitude': -69.48}"
1999,project_location,"{'project_state_province': 'Nakhon Ratchasima', 'project_country': 'Thailand', 'project_latitude': 15.09, 'project_longitude': 101.48}"
2000,project_location,"{'project_state_province': 'Nakhon Ratchasima & Chaiyaphum Provinces', 'project_country': 'Thailand', 'project_latitude': 15.38, 'project_longitude': 101.46}"
2001,project_location,"{'project_state_province': 'Nakhon Ratchasima', 'project_country': 'Thailand', 'project_latitude': 15.21, 'project_longitude': 101.49}"
2002,project_location,"{'project_state_province': 'Nakhon Ratchasima', 'project_country': 'Thailand', 'project_latitude': 15.24, 'project_longitude': 101.46}"
2003,project_location,"{'project_state_province': 'Aswan Governorate', 'project_country': 'Egypt', 'project_latitude': 24.45, 'project_longitude': 32.71}"
2004,project_location,"{'project_state_province': 'Ghassate Commune.', 'project_country': 'Morocco', 'project_latitude': 31.04, 'project_longitude': -6.87}"
2005,project_location,"{'project_state_province': 'Ouarzazate', 'project_country': 'Morocco', 'project_latitude': 31.02, 'project_longitude': -6.87}"
2006,project_location,"{'project_state_province': 'Amphur Teparak, of Nakhon Ratchasima Province', 'project_country': 'Thailand', 'project_latitude': 15.21, 'project_longitude': 101.46}"
2007,project_location,"{'project_state_province': 'Aswan Governorate', 'project_country': 'Egypt', 'project_latitude': 24.41, 'project_longitude': 32.74}"
2008,project_location,"{'project_state_province': 'Aswan Governorate', 'project_country': 'Egypt', 'project_latitude': 24.41, 'project_longitude': 32.75}"
2009,project_location,"{'project_state_province': 'Punjab', 'project_country': 'India', 'project_latitude': 31.46, 'project_longitude': 75.43}"
2010,project_location,"{'project_state_province': 'Fujian Province', 'project_country': 'China', 'project_latitude': 27.53, 'project_longitude': 118.18}"
2011,project_location,"{'project_country': 'China', 'project_latitude': 42.31, 'project_longitude': 121.57}"
2012,project_location,"{'project_country': 'China', 'project_latitude': 41.93, 'project_longitude': 121.75}"
2013,project_location,"{'project_country': 'China', 'project_latitude': 44.23, 'project_longitude': 122.06}"
2014,project_location,"{'project_state_province': 'Uttar Pradesh', 'project_country': 'India', 'project_latitude': 28.03, 'project_longitude': 79.12}"
2015,project_location,"{'project_state_province': 'Madhya Pradesh, Rajasthan and Karnataka', 'project_country': 'India', 'project_latitude': 24.49, 'project_longitude': 81.55}"
2016,project_location,"{'project_state_province': 'Hashemite Kingdom', 'project_country': 'Jordan', 'project_latitude': 31.52, 'project_longitude': 36.52}"
2017,project_location,"{'project_state_province': 'Karnataka', 'project_country': 'India', 'project_latitude': 14.67, 'project_longitude': 75.83}"
2018,project_location,"{'project_state_province': 'Rio Grande do Norte', 'project_country': 'Brazil', 'project_latitude': -6.1, 'project_longitude': -36.66}"
2019,project_location,"{'project_state_province': 'Gujarat', 'project_country': 'India', 'project_latitude': 22.47, 'project_longitude': 70.06}"
2020,project_location,"{'project_state_province': 'Tamil Nadu', 'project_country': 'India', 'project_latitude': 8.97, 'project_longitude': 77.92}"
2021,project_location,"{'project_state_province': 'Ceará', 'project_country': 'Brazil', 'project_latitude': -4.77, 'project_longitude': -37.34}"
2022,project_location,"{'project_state_province': 'Heilongjiang Province', 'project_country': 'China', 'project_latitude': 46.2, 'project_longitude': 124.42}"
2023,project_location,"{'project_state_province': 'Karnataka', 'project_country': 'India', 'project_latitude': 14.8, 'project_longitude': 76.09}"
2024,project_location,"{'project_state_province': 'Lai Chau', 'project_country': 'Vietnam', 'project_latitude': 22.45, 'project_longitude': 102.83}"
2025,project_location,"{'project_state_province': 'Xinjiang Uygur Autonomous Region', 'project_country': 'China', 'project_latitude': 43.08, 'project_longitude': 88.6}"
2026,project_location,"{'project_state_province': 'District of Kullu of Himachal Pradesh', 'project_country': 'India', 'project_latitude': 32.23, 'project_longitude': 77.21}"
2027,project_location,"{'project_state_province': 'Rajasthan', 'project_country': 'India', 'project_latitude': 24.35, 'project_longitude': 73.75}"
2028,project_location,"{'project_state_province': 'Uttar Pradesh', 'project_country': 'India', 'project_latitude': 25.13, 'project_longitude': 82.56}"
2029,project_location,"{'project_country': 'China', 'project_latitude': 46.26, 'project_longitude': 124.47}"
2030,project_location,"{'project_country': 'China', 'project_latitude': 46.27, 'project_longitude': 124.54}"
2031,project_location,"{'project_state_province': 'Kutch district in Gujarat state', 'project_country': 'India', 'project_latitude': 23.22, 'project_longitude': 69.7}"
2032,project_location,"{'project_state_province': 'Gujarat', 'project_country': 'India', 'project_latitude': 22.73, 'project_longitude': 71.64}"
2033,project_location,"{'project_state_province': 'Himachal Pradesh', 'project_country': 'India', 'project_latitude': 31.96, 'project_longitude': 77.06}"
2034,project_location,"{'project_country': 'Oman', 'project_latitude': 23.37, 'project_longitude': 56.24}"
2035,project_location,"{'project_state_province': 'Rajasthan', 'project_country': 'India', 'project_latitude': 27.52, 'project_longitude': 71.93}"
2036,project_location,"{'project_state_province': 'Ghassate Commune', 'project_country': 'Morocco', 'project_latitude': 31.02, 'project_longitude': -6.87}"
2037,project_location,"{'project_state_province': 'Thulhiriya', 'project_country': 'Sri Lanka', 'project_latitude': 6.73, 'project_longitude': 80.11}"
2038,project_location,"{'project_state_province': 'Various districts', 'project_country': 'India', 'project_latitude': 28.61, 'project_longitude': 77.21}"
2039,project_location,"{'project_state_province': 'Kargalinsk District', 'project_country': 'Kazakhstan', 'project_latitude': 48.46, 'project_longitude': 57.59}"
2040,project_location,"{'project_state_province': 'Binh Thuan Province', 'project_country': 'Vietnam', 'project_latitude': 11.3, 'project_longitude': 108.75}"
2041,project_location,"{'project_country': 'Bahrain', 'project_latitude': 25.9, 'project_longitude': 50.57}"
2042,project_location,"{'project_state_province': 'Gujarat', 'project_country': 'India', 'project_latitude': 23.21, 'project_longitude': 70.64}"
2043,project_location,"{'project_state_province': 'Rajasthan', 'project_country': 'India', 'project_latitude': 27.4, 'project_longitude': 73.22}"
2044,project_location,"{'project_state_province': 'Multiple States/Province', 'project_country': 'India', 'project_latitude': 22.28, 'project_longitude': 71.17}"
2045,project_location,"{'project_country': 'China', 'project_latitude': 43.06, 'project_longitude': 88.59}"
2046,project_location,"{'project_state_province': 'Aswan', 'project_country': 'Egypt', 'project_latitude': 24.63, 'project_longitude': 32.85}"
2047,project_location,"{'project_state_province': 'Orissa', 'project_country': 'India', 'project_latitude': 20.54, 'project_longitude': 84.69}"
2048,project_location,"{'project_state_province': 'Yunnan Province', 'project_country': 'China', 'project_latitude': 24.77, 'project_longitude': 103.42}"
2049,project_location,"{'project_state_province': 'Heilongjiang Province', 'project_country': 'China', 'project_latitude': 46.19, 'project_longitude': 124.28}"
2050,project_location,"{'project_state_province': 'Gansu Province', 'project_country': 'China', 'project_latitude': 40.75, 'project_longitude': 95.46}"
2051,project_location,"{'project_country': 'Saudi Arabia', 'project_latitude': 25.46, 'project_longitude': 45.35}"
2052,project_location,"{'project_state_province': 'Andhra Pradesh', 'project_country': 'India', 'project_latitude': 14.81, 'project_longitude': 77.42}"
2053,project_location,"{'project_state_province': 'Aksary and Karaman Provinces', 'project_country': 'Turkey', 'project_latitude': 38.19, 'project_longitude': 33.4}"
2054,project_location,"{'project_state_province': 'Himachal Pradesh', 'project_country': 'India', 'project_latitude': 32.46, 'project_longitude': 76.46}"
2055,project_location,"{'project_state_province': 'Guangdong', 'project_country': 'China', 'project_latitude': 24.8, 'project_longitude': 113.61}"
2057,project_location,"{'project_state_province': 'Uttar Pradesh', 'project_country': 'India', 'project_latitude': 28.11, 'project_longitude': 79.05}"
2058,project_location,"{'project_state_province': 'Uttar Pradesh', 'project_country': 'India', 'project_latitude': 26.96, 'project_longitude': 77.74}"
2059,project_location,"{'project_state_province': 'Madhya Pradesh', 'project_country': 'India', 'project_latitude': 24.48, 'project_longitude': 81.55}"
2060,project_location,"{'project_state_province': 'Cundinamarca', 'project_country': 'Colombia', 'project_latitude': 4.71, 'project_longitude': -74.08}"
2061,project_location,"{'project_state_province': 'Chubut Province', 'project_country': 'Argentina', 'project_latitude': -45.76, 'project_longitude': -67.68}"
