,section_category,context,id,filename,type,value,question,value_orig
1608,project_description,"[['', '', '', '', 'Weir', '', '', 'Power Plant', ''], ['', 'Latitude', '', '', '36° 9\' 40.638"" E', '', '', '36° 6\' 43.128"" E', ''], ['', 'Longitude', '', '', '39° 19\' 28.184"" N', '', '', '39° 8\' 30.730"" N', '']]
1.12 Project Location
The project is located downstream of Yamula River on Kızılırmak River; it lies within the
boundaries of Gemerek municipality, Sivas province, in Central Anatolian Region of Turkey. The
closest settlements to the project site are Çepni village and Saraç village. The project area is 19
km northeast of Gemerek city (Sivas province), 22 km southwest of Şarkışla city (Sivas province)
and 37 km north of Akkışla village (Kayseri province).
Table 2 - Geographical coordinates of the Weir and the Power plant6
5 Picture is taken from: https://theconstructor.org/practical-guide/francis-turbines-components-application/2900/
6 Please see; Table 2 in approved PD
12

Joint Project Description & Monitoring Report: VCS Version 4.2
Figure 6 - Location of the plant",758,758_saracbendi_hpp_joint_pd_mr_v1.2_31032023.pdf,project_description,"{'project_state_province': 'Central Anatolian Region', 'project_country': 'Turkey'}","What is the project province, country, latitude, and longitude of this project?","{'project_state_province': 'Central Anatolian Region', 'project_country': 'Turkey', 'project_latitude': 39.32, 'project_longitude': 36.16}"
1609,crediting period,"1.6 Project Crediting Period
Project activity has Renewable crediting period of 21 years for the CDM project.
Start date of crediting period for VCS verification: 31/03/2011 (Date of commissioning of first WTG)
End date of crediting period for VCS verification: 30/11/2012 (Date one day prior to the start date of
crediting period of CDM project activity)
Total No. years of crediting period is 1.67 years.",1139,1139_gopalpura_project_pdd.pdf,crediting period,"{'crediting_period_start': '2012-12-01', 'crediting_period_end': '2019-11-30'}",What are the start and end dates of the crediting period for this project?,"{'crediting_period_start': '2012-12-01', 'crediting_period_end': '2019-11-30'}"
1610,crediting period,"1.6 Duration of the project activity/crediting period:
• Project start date: “Date of the project activity began reducing or removing GHG
emissions”.
16th April 2004 (Earliest Commissioning date among the
bundle WTGs)
• Crediting period start date: the date the first monitoring period commenced
1st April 2006",147,147_2009-09-25_final_vcs_pdd_eswari.pdf,crediting period,"{'crediting_period_start': '2006-04-01', 'crediting_period_end': '2016-03-31'}",What are the start and end dates of the crediting period for this project?,"{'crediting_period_start': '2006-04-01', 'crediting_period_end': '2016-03-31'}"
1611,sector,"[['Social\nWell Being', '• The project generates clean power without negative\nimpacts on surroundings\n• No human displacement due to the project activity and\nhence no requirement of relocation\n• The local population has been employed during the\ninstallation, commissioning and operation of the wind mills, thus\nproper training imparted to the people involved results in the skill\ndevelopment of the local inhabitants and also improvement in\ntheir economic condition.']]
[['Social'], ['Well Being']]
1.16 Any information relevant for the eligibility of the
project and quantification of emission reductions or
removal enhancements, including legislative,
technical, economic, sectoral, social, environmental,
geographic, site-specific and temporal information.):
Purpose:
The purpose of the wind-mills set up by the project activity is as follows:
• Generating clean power by utilising the renewable natural resource i.e., wind
power and exporting the electricity generated to the grid. Hence the project activity
does not cause emissions of greenhouse gases (GHGs) that would have otherwise
been caused by power generation by the combustion of non-renewable sources of
energy.
• Harnessing the wind power potential existing in India for power generation
that has not been exploited to its full potential till date
• Contribution to the industrial development of India by providing support in
terms of enhanced power availability
• Increasing the share of renewable energy directly in the regional electricity
grid and indirectly in the national electricity grid
• Contribution to the causes of fossil-fuel conservation and climate change
mitigation
• Contribution to nation towards energy security
• Independency on fossil fuels
• Saving in national revenue by avoiding import of fossil fuels
Contribution of the Project Activity to Sustainable Development:
The contribution of the project activity to the sustainable development of the host
country India is evident from the following:
16

[['', '• Improvement in the infrastructure in the near by areas such\nas development of road network, transportation facilities and\nother amenities'], ['Economic\nWell Being', '• The project activity is responsible for creating business\nopportunities for many local stakeholders\n• It is an effort on the part of the project proponent to\ncontribute towards grid stability and abridging the demand-\nsupply gap in electricity in the regional grid and in turn in the\nnational grid\n• The project activity conserves fossil-fuels and makes these\nnon-renewable sources of energy available for other important\npurposes.\n• It indirectly contributes towards industrial development of\nthe region by creating a support in terms of supplying power for\nindustries to come up in due course of time'], ['Technological\nWell Being', '• The project activity generates clean power by harnessing\nthe potential wind energy for power generation\n• The project contributes towards the stability of grid power\nthat is a major cause of concern in remote locations\n• It also helps in reducing the losses due to power\ntransmission and distribution from the existing generating\nstations of the grid to remote areas'], ['Environmental\nWell Being', '• The project activity displaces an equivalent quantum of\npower generated by the combustion of fossil fuels, the non-\nrenewable energy sources at the grid connected thermal power\nplants, thus reducing GHG emissions and contributing to the\noverall cause of mitigation of global warming\n• The project activity by setting up wind-farms for power\ngeneration does not cause environmental disturbance or\necological imbalance to the surroundings\n• The project activity does also contribute to the reduction in\nthe levels of SOx, NOx, and SPM associated with combustion of\nfossil fuels for generation of thermal power']]
[['Economic'], ['Well Being']]
[['Technological'], ['Well Being']]
[['Environmental'], ['Well Being']]
VCS Project Description Template",424,424_v-3-i-01-b-0031_7.85mw_bundled_project_in_tamilnadu_&_karnataka_vcs_pd.pdf,sector,{'project_sector': 'Renewable Energy'},"What is the project sector, either Renewable Energy or Forestry and Land Use?",{'project_sector': 'Renewable Energy'}
1612,methodology,"3.2 Applicability of Methodology
The project activity meets the applicability conditions of the AR-AMS0007 methodology used by the
project.",2471,2471_uganda-vcs-project-description-vf_v07_clean.pdf,methodology,{'project_methodologies': ['AR-AMS0007']},What is the methodology of this project?,{'project_methodologies': ['AR-AMS0007']}
1613,project_description,"1.12 Project Location
The project is located in Hulunbuir City, Inner Mongolia Autonomous Region and involves three
municipalities, Genhe, Yakeshi and Ergun. The geographical coordinates of the project area are
120°39′30″E~122°47′05″E, 50°25′10″N~51°45′20″N, with a forest coverage rate of 93.78%.
The project has 36 886.44 ha commercial forest. Specifically, this project includes Qiqian
Township (52°11'23.102''N~52°12'8.848''N, 121°3'46.837''E ~121°35'59.465''E)
and Moerdaoga Town ( 51 ° 16 ' 45.068''N ~ 51 ° 34 ' 25.538''N, 120 ° 53 ' 38.591''E ~
121 ° 11 ' 28.012''E ) in Erguna City, Haolibao town ( 50 ° 41 ' 38.367''N ~ 51 ° 11 '
58.681''N, 121 ° 5 ' 50.807''E ~ 122 ° 28 ' 40.357''E ) and Aoluguya Ewenki Ethnic Township
( 120 ° 41 ' 43.487''E ~ 121 ° 34 ' 31.800''E, 50 ° 25 ' 43.626''N ~ 50 ° 57 ' 46.037''N ) in
Egenhe City, Turihe Town ( 121 ° 0 ' 37.917''E ~ 121 ° 2 ' 28.582''E, 50 ° 29 ' 3.576''N ~ 50 °
15

Project Description: VCS Version 4.1
30 ' 31.953''N ) in Yakeshi City. At the same time, the project includes 11 forest farm centers
(Chaocha forest centre, Xulipu forest centre, Jiaodaomu forest centre, Kailaqi forest centre,
Lengbulu forest centre, Murui forest centre, Shangyangge forest centre, Wuliku forest centre,
Xiayangge forest centre, Yajingou forest centre, Gelin forest centre). Furthermore, the project
area coordinates have been submitted separately as a KML file. The schematic diagram of the
locationoftheproject isshownbelow.
Fig.1Project distributionlocationmap",4073,4073_vcs_proj_desc_draft_4073_28nov2022.pdf,project_description,{'project_state_province': 'Inner Mongolia'},"What is the project province, country, latitude, and longitude of this project?","{'project_state_province': 'Inner Mongolia', 'project_country': 'China', 'project_latitude': 50.42, 'project_longitude': 120.66}"
1614,sector,"1.2 Sectoral Scope and Project Type
The project falls under sectoral scope 14: Agriculture, Forestry and Other Land Use (AFOLU) of
the VERRA’s VCS Program. Under this scope, it falls under the category Afforestation,
Reforestation and Revegetation (ARR)– one of the six AFOLU project categories.
It is a grouped project as per the VCS Standard version 4.4, i.e., “projects structured to allow the
expansion of a project activity subsequent to project validation”.",4488,4488_vcs_proj_desc_pcp_4488_07dec2023.pdf,sector,{'project_sector': 'Forestry and Land Use'},"What is the project sector, either Renewable Energy or Forestry and Land Use?",{'project_sector': 'Forestry and Land Use'}
1615,project_proponents,"[['Organizationname', 'FairatmosInternationalPte.Ltd.'], ['Contactperson', 'NataliaRialucky'], ['Title', 'ExecutiveDirector'], ['Address', '160RobinsonRoad#24-09,\nSingapore068914'], ['Telephone', '+62818-0651-6499'], ['Email', 'natalia.rialucky@fairatmos.com']]
1.6 Project Proponent
Table3.Detailsonprojectproponent",4520,4520_vcs_proj_desc_draft_4520_05mar2024.pdf,project_proponents,"[{'organization_name': 'Fairatmos International Pte. Ltd.', 'telephone': '6281806516499', 'email': 'registry@fairatmos.com', 'state/city': 'Singapore', 'country': 'Singapore'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Fairatmos International Pte. Ltd.', 'telephone': '6281806516499', 'email': 'registry@fairatmos.com', 'state/city': 'Singapore', 'country': 'Singapore'}]"
1616,project_proponents,"[['', 'Organization name', '', 'Yunnan Longjiang Hydropower Project Development Co., Ltd'], ['', 'Contact person', '', 'Zheng Lihong'], ['', 'Title', '', 'General manager'], ['Address', 'Address', None, 'No. 75, Shunhe Park, Mangshi Garden, Luxi County, Dehong Dai and\nJingpo Autonomous Prefecture, Yunnan Province, China'], ['', 'Telephone', '', '+86 692 2961 908'], ['', 'Email', '', 'ynzhenglihong@yahoo.com.cn']]
1.3 Project Proponent",1264,1264_07-longjiang_vcs_pd_v2.0.pdf,project_proponents,"[{'organization_name': 'Yunnan Longjiang Hydropower Project Development Co', 'state/city': 'Longjiang'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Yunnan Longjiang Hydropower Project Development Co', 'state/city': 'Longjiang'}]"
1617,sector,"1.2 Sectoral Scope and Project Type
The project activity under consideration is a grouped project activity. The project activity
instances as part of the grouped project will have following parameters:
Sectoral Scope : 01 - Energy industries (renewable / non renewable sources)
Project Type : I - Renewable Energy Projects
Methodology : AMS-I.D : Grid connected renewable electricity generation (EB 81,
Version 18)
http://cdm.unfccc.int/methodologies/DB/W3TINZ7KKWCK7L8WTXFQQOFQQH4SBK
PP hereby confirms that the project is a grouped project.",1579,1579_1._pd_final.pdf,sector,{'project_sector': 'Renewable Energy'},"What is the project sector, either Renewable Energy or Forestry and Land Use?",{'project_sector': 'Renewable Energy'}
1618,project_proponents,"[['', 'Organization name', '', 'Hindustan Zinc Limited'], ['', 'Contact person', '', 'Mr. Bhagwan Lal Ahuja'], ['', 'Title', '', 'AGM (CDM Cell)'], ['Address', 'Address', None, 'CPP-CLZS\nChanderiya Lead Zinc Smelter\nPutholi\nChittorgarh-312021\nRajasthan\nINDIA'], ['', 'Telephone', '', '+91-1472-257950'], ['', 'Email', '', 'Bhagwan.ahuja@vedanta.co.in']]
1.3 Project Proponent
v3.2 3

PROJECT DESCRIPTION : VCS Version 3",1136,1136_614.49_hzl_chakala_pd_v2.pdf,project_proponents,"[{'organization_name': 'Hindustan Zinc Limited', 'email': 'v.jayaraman@vedanta.co.in', 'state/city': 'Inđija', 'country': 'India'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Hindustan Zinc Limited', 'email': 'v.jayaraman@vedanta.co.in', 'state/city': 'Inđija', 'country': 'India'}]"
1619,sector,1.2 SECTORAL SCOPE AND PROJECT TYPE 7,1383,1383_version_2.2_campus_wide_project_description_pdd_9.29_sj.pdf,sector,{'project_sector': 'Renewable Energy'},"What is the project sector, either Renewable Energy or Forestry and Land Use?",{'project_sector': 'Renewable Energy'}
1620,project_proponents,"[['Organization name', None, None, '', 'Henan BCCY Environmental Energy Co., Ltd.', ''], ['Contact person', None, None, '', 'Lei Wang', ''], ['Title', None, None, '', 'Project Manager', ''], ['Address', None, None, '', '8/F, Hengmei Business Building, 22 Dongfeng Road, Zhengzhou,', ''], [None, None, None, None, 'China', None], ['Telephone', None, None, '', '+86 371 56737901', ''], ['', 'Email', '', '', 'lwang@bccynewpower.com', '']]
1.5 Project Proponent",3060,3060_vcs-project-description-wushan-clean.pdf,project_proponents,"[{'organization_name': 'Henan BCCY Environmental Energy CO.,LTD.', 'telephone': '86 371 6552', 'email': 'lwang@bccynewpower.com', 'state/city': 'Colorado', 'country': 'China'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Henan BCCY Environmental Energy CO.,LTD.', 'telephone': '86 371 6552', 'email': 'lwang@bccynewpower.com', 'state/city': 'Colorado', 'country': 'China'}]"
1621,project_description,"1.12 Project Location
Location - Abu Ali Island, Jubail City, Eastern Province, Kingdom of Saudi Arabia
5 A Scope of Work for a contractor regarding plantation work in 2020 will be made available to the VVB.
10
Saudi Aramco: Company General Use

Project Description: VCS Version 4.1
Figure 1. Map of Abu Ali Island showing existing mangrove plantations from 2017, 2019 and
2020, and future plantation areas. Inset shows the location of Abu Ali Island on the Arabian
Gulf coast.
11
Saudi Aramco: Company General Use

[['', 'Extent Boundary', '', '', 'Location (Easting, Northing UTM Zone 42N)', ''], ['Northern Extent GPS Point', None, None, '27.346861 m E, 49.551370 m N', None, None], ['Eastern Extent GPS Point', None, None, '27.300418 m E, 49.653522 m N', None, None], ['Southern Extent GPS Point', None, None, '27.288027 m E, 49.569034 m N', None, None], ['Western Extent GPS Point', None, None, '27.192651 m E, 49.537605 m N', None, None]]
Project Description: VCS Version 4.1
Table 2. Project Area Extent Boundaries",3230,3230_3230_abu_ali_island_arr-wrc_pd_v0.42_20221010.pdf,project_description,"{'project_country': 'Saudi Arabia', 'project_longitude': 49.55}","What is the project province, country, latitude, and longitude of this project?","{'project_country': 'Saudi Arabia', 'project_latitude': 27.35, 'project_longitude': 49.55}"
1622,methodology,"3.1 Title and Reference of Methodology
The project is framed in accordance to approved baseline methodology AMS-I.J. “Solar
water heating systems (SWH)”, version 01.",2470,2470_vcs_pdd_(updated).pdf,methodology,{'project_methodologies': ['AMS-I.J.']},What is the methodology of this project?,{'project_methodologies': ['AMS-I.J.']}
1623,project_description,"1.12 Project Location
The geographic boundary of the project is illustrated in Figure 2. Individual project instances
(individual cultivated fields or grazing lands) will be located in two regions in which the
implementation of all three principles of conservation agriculture is severely limited and where
the requirements of methodology VM0017 are met. The principal regions are the (i) mesic parts
of the summer grain region, and (ii) the semi-arid areas of the summer grain region. KMZ files
defining the boundary of each region in which the project instances will occur are attached to
this document. An accurate KMZ file of each project instance will be submitted with the full
Project Description (PD) for validation purposes.
Figure 2: The two regions of South Africa in which individual project instances (cultivated fields
or grazing lands) will be located. The (i) mesic summer grain region, and the (ii) semi-arid summer
grain region.",3633,3633_vcs_proj_desc_draft_3633_15jul2022.pdf,project_description,"{'project_state_province': 'South Africa', 'project_country': 'South Africa'}","What is the project province, country, latitude, and longitude of this project?","{'project_state_province': 'South Africa', 'project_country': 'South Africa', 'project_latitude': -28.18, 'project_longitude': 27.19}"
1624,project_description,"CCB & VCS PROJECT DESCRIPTION:
CCBVersion3,VCSVersion3
2 GENERAL
2.1 Project Goals, DesignandLong-Term Viability
2.1.1 SummaryDescriptionoftheProject(G1.2)
WetlandsalongtheYangtzeRiverandDongtingLakeRestorationProjectinJunshan(hereafter
as“thisproject”)isaninitiativetopromoteclimatechangemitigationandadaptation,maintain
biodiversity, andcreateimprovedlivelihoods,well-being,andemploymentforwetland-dependent
communitiesintheProjectZone.TheProjectZoneisanareaof13093.19halocatedinthe
northeastofJunshanDistrict,YueyangCity, HunanProvince,China.Thegeographical
coordinateoftheprojectis112°37’~113°5’E,29°23’~29°36′N.
JunshanDistrictisanisland-basedregionsurroundedbywateronthreesides.Itisclosetothe
YangtzeRiverinthenorthandborderedbyDongtinglakeinthesoutheast.Water,inthiscase,
providesarichanddiverseecosystemandabundantresourcesforthelocality,supportingunique
animalandplant species.Inparticular,thepeatlandsformedinthewater-loggedarea
characterizethelocalwetland-basedecosystembymaintainingthebalanceofthelocal
environment,providinghabitatforvariousspeciesofplantsandanimals,andalsohelpingto
regulatethewatercycleandpreventsoilerosion.
Priortotheinitiativeofthisproject,accordingtoourBaselineSurvey, thewetlandinJunshan
Districtwerefacinganincreasingriskofcontinuousdegradationbecauseofclimatechange,
humanactivities,andspecifically, biologicalinvasion.PopulusCanadensis,acertainkindof
poplartree,wasintentionallyintroducedintothelocalwetlandsintheearly21stcenturyforboth
economicandenvironmentalpurposes.Thispoplartreeisfamousforitsabilitytoadaptto
differentenvironmentalconditionsandgrowfast.Originally,localgovernmentandresidentsplant
itaswave-breakforestsandbordertreestoprotectthewetlandecosystem.Theymightalsogain
profitsfromtheproductivityofthetrees.However,therapidityoftheproliferationofthisspeciesis
waybeyondexpectationandhascausedseveredamagetothewetlands,asthePopulus
Canadensiswasdrainingoutthewetlandinordertomaintainitshighgrowthrate.Inthiscase,
startedin2017,theGovernmentofHunanProvinceprohibitedtheplantingofPopulus
CanadensisandinstructedtheeliminationofthisspeciesinthewetlandsaroundDongtingLake12.
AuthoritiesinJunshanhavecutdownmorethan408.05hectaresofPopulusCanadensisand
plantocompletetheeliminationin2024.SomeofthePopulusCanadensisremainsuncut
becauseofthelackofinvestment.Consequently, thecarbonrevenueofthisprojectisanticipated
toinvestanotherroundofeliminatingactivities.
OneofthedifficultiestoeliminatePopulusCanadensisistheregrowthproblem.Itcouldeven
regrowfromalittlebranchafterbeingcutdownbecauseofitssurprisingvitality. Topreventthe
regrowthofPopulusCanadensis,mitigateandreversethewetlanddegradation,andrewetthe
degradedwetlands,thisprojectanticipatespropermanagementof1,297.76haofwetlandin
JunshanDistrictbyconductingthreemajoractivities：
12NoticeontheThree-yearActionAgendaforSpecialProjectontheEnvironmentalRenovationofDongtingLake,
pushlishedin2017.Findat:http://www.hunan.gov.cn/xxgk/wjk/szfbgt/201712/t20171229_4921853.html
CCBv3.0,VCSv3.3 8

CCB & VCS PROJECT DESCRIPTION:
CCBVersion3,VCSVersion3
 ContinuouslycutdowntheregrownPopulusCanadensisandremoveseedlings
Thelocalauthoritieshavecutdownmorethan408.05hectaresofPopulusCanadensisin
theprojectarea.However,theinevitableregrowthproblemhastroubledthelocalityfor
severalyears.Extraeffortsandcostsareneededtocutdowntheregrownpoplartrees.
Thisprojecthireslocalresidentsandworkerstoconductthecuttingworkinthis408.05-
hawetland,tohelpwiththeeliminationplanandmitigatethedrainageanddegradationof
thewetland.
 PlantingnativeplantstopreventtheregrowthofPopulusCanadensis
TopermanentlyaddresstheregrowthproblemofPopulusCanadensis,nativeplant
specieswhoseecologicalnicheoverlapswiththePopulusCanadensisshouldbe
introduced.Byoccupyingthesameecologicalniche,thenativespecieswouldgradually
takeoverthewetlandandruleoutPopulusCanadensisthroughonlythelawsofnature.
ThisprojectplantnativetreesincludeSalixmatsudanaKoidz.,Taxodiumdistichumvar.
imbricatum(Nuttall)Croom,andPterocaryastenopteraC.DC.intheprojectareawithan
approximateratioof60%:20%:20%. GrassspeciesincludeCynodondactylon(L.)Pers.,
LoliumperenneL.,andFestucaelataKengexE.Alexeevarealsoplantedyearlywithan
approximateratioof40%:30%:30%.
 Restoringthewaterchannelbydiggingditches
Theoriginalwaterchannelhasbeendamagedorchangedbecauseofthedrainageand
degradationofthewetland.Workersareemployedtodighuman-madewaterchannels
andditchesundertheguidanceofexpertsfromtheUniversityofScienceandTechnology
ofChina(invitedbyHefeiQingyanTechnologyCo.,Ltd.).Boththenaturalwaterchannel
andthedrainedanddegradedwetlandwouldberestoredaccordingtothe50-year
restorationplandesignedbytheexpertsandprojectproponents.
Alloftheprojectactivitiesareconductedinpartnershipwithlocalauthoritiesandcommunitiesin
theProjectZone.Thisprojectdirectlysupportsthelivelihoodsof25villages,approximately
12,000households,and40,000residentsaroundtheperimeteroftheprojectarea.Theindirect
influenceofthisprojectcoverstheentireprojectzone.
Theproject’sclimate,communityandbiodiversityobjectivesinclude(seeSection2.1.11):
 Climate
Mitigateandreversethedrainageanddegradationofwetlands;upscalewetland
restoration;improvethesustainabilityoflocalwetlandecosystem;mitigateclimate
change;increasewetlandcarbonsinkfunction;reduceGHGemissions.
 Community
Participatoryplanningandawarenessraising; easieraccesstoeducationand
professionaltraining;permanentandtemporaryjobopportunities;increasedhousehold
income;improvedphysicalwell-beingconditionsbyimprovingthequalityofwater
CCBv3.0,VCSv3.3 9

[['ProjectScale', None], ['Project', '\uf0d6'], ['Largeproject', '']]
[['Organizationname', 'HunanprovinceJunshanFarmsAgribusinessGroupCo.,Ltd.'], ['Contactperson', 'Mr.NieLei&Mr.LuFengyue'], ['Title', 'CEO&Contacts'], ['Address', 'NinekilometersfromLiulinzhouSub-districtOffice,JunshanDistrict,\nYueyangCity'], ['Telephone', '+8615073025978'], ['Email', 'jsqnjj@163.com']]
[['Organizationname', 'HefeiQingyanTechnologyCo.,Ltd.'], ['Contactperson', 'Mr.LanXuanyi'], ['Title', 'CEO'], ['Address', 'No.2800,InnovationAvenue,High-techDistrict,HefeiZone,China\n(Anhui)PilotFreeTradeZone'], ['Telephone', '+8618673006582'], ['Email', 'Ahranov@carpai.xyz']]
CCB & VCS PROJECT DESCRIPTION:
CCBVersion3,VCSVersion3
resourcesandthelocalenvironment;improvedmentalwell-beingconditionsby
strengtheningengagementandsocialinteractioninlocalcommunities.
 Biodiversity
Createmoresuitablehabitatsforwildanimals,migratorybirds, andnativeplants;protect
andmaintaintheexistinghabitats;aidinjuredortrappedwildanimalsregularly.
Theproject’sclimatebenefitsincludethesequestrationofanestimated498,492tCO2eoverits
lifetimeof50yearsatanestimatedaverageof9,774tCO2eannually(seeSection2.1.17).
2.1.2 ProjectScale
Indicatethescaleoftheproject(projectorlargeproject).
2.1.3 ProjectProponent(G1.1)
CCBv3.0,VCSv3.3 10",4136,4136_501_junshan_wrc_pd_v1.0.pdf,project_description,"{'project_state_province': 'Hunan', 'project_country': 'China'}","What is the project province, country, latitude, and longitude of this project?","{'project_state_province': 'Hunan', 'project_country': 'China', 'project_latitude': 29.49, 'project_longitude': 112.95}"
1625,project_proponents,"1.3 Project Proponent
Project Owner, Hyundai Green power CO., Ltd:
Donggug Kim, energy management team
zugglae@hotmail.com
Co-project proponent, Hyundai Steel Mill CO., Ltd
Dongkuk.kim@hyundai-steel.com",786,786_proj_desc_786_14jan2012.pdf,project_proponents,"[{'organization_name': 'Hyundai Green power CO., Ltd:', 'state/city': 'Green'}, {'organization_name': 'Hyundai Steel Mill CO., Ltd', 'state/city': 'Colorado'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Hyundai Green power CO., Ltd:', 'state/city': 'Green'}, {'organization_name': 'Hyundai Steel Mill CO., Ltd', 'state/city': 'Colorado'}]"
1626,project_description,"1.9 Project Location
SAF I Diversion Weir HEPP is a run of river type project located in eastern region of Turkey in Karlıova
Town of Bingöl Province. The project is planned to be built for electricity generation purpose on Göynük
Creek.
The decimal coordinates for the project activity are:
Saf I HEPP : 39.136064°N, 40.825158°E
Saf I Diversion Weir : 39.160352°N, 40.850472°E
The following figures show the project‟s location:
Figure 4: Turkey’s map with the project’s location
v3.2 12

PROJECT DESCRIPTION : VCS Version 3
Figure 5: The project’s location
-
Figure 6: Schematic diagram of SAF I HEPP
v3.2 13

PROJECT DESCRIPTION : VCS Version 3",1372,1372_saf_i_hepp_pdd__v6_18_march_2014.pdf,project_description,"{'project_state_province': 'Bingöl Province', 'project_country': 'Turkey', 'project_longitude': 40.82}","What is the project province, country, latitude, and longitude of this project?","{'project_state_province': 'Bingöl Province', 'project_country': 'Turkey', 'project_latitude': 39.14, 'project_longitude': 40.82}"
1627,project_proponents,"[['', 'Organization name', '', 'Wind World (India) Ltd.'], ['', 'Contact person', '', 'Mr. Yogeshh Mehra'], ['', 'Title', '', 'Managing Director'], ['Address', 'Address', None, 'Wind World Tower, A-9, Veera Industrial Estate, Veera Desai Road,\nAndheri (W), Mumbai - 400053'], ['', 'Telephone', '', '+91-22-6692 4848'], ['', 'Email', '', 'yogeshh.mehra@windworldindia.com']]
1.3 Project Proponent
Wind World (India) Limited (“WWIL”) is the project proponent for this activity and has been duly
authorized by Project Investors to take up the said project activity for VCS development. Wind
World (India) Limited will be responsible for all the communications and actions in relation to the
project being validated in accordance with the VCS standard.
1 With effect from 01/01/2013 name of Enercon (India) Limited has been changed to ‘Wind World (India) Limited’
v3.3 4

[['VCS Team'], ['Coordinator']]
PROJECT DESCRIPTION : VCS Version 3",404,404_project_description_tr.pdf,project_proponents,"[{'organization_name': 'Wind World (India) Ltd.', 'email': 'ityoon@mycarbon.co.kr', 'state/city': 'Inđija', 'country': 'India'}]","What is the project proponents, includind organization name, phone number and email address, state/city and country of the entity responsible for managing this carbon project?","[{'organization_name': 'Wind World (India) Ltd.', 'email': 'ityoon@mycarbon.co.kr', 'state/city': 'Inđija', 'country': 'India'}]"
1628,methodology,B.7 Application of the monitoring methodology and description of the monitoring plan:,797,797_pdd-jingshan_kaidi_biomass_power_project_.pdf,methodology,No relevant information found in context,What is the methodology of this project?,"{'project_methodologies': ['ACM0002', 'ACM0006']}"
